"id_transakcji"	"id_klienta"	"id_asortymentu"	"ilosc"	"data_transakcji"
"F/TR/1873375"	"ZbFa6468"	"OO"	4,36	2013-1-6 00:00:00
"F/TR/89233704"	"OrZa6187"	"EGE"	11,57	2013-9-13 00:00:00
"F/TR/755170"	"KwPa5394"	"EGS"	3,41	2014-10-18 00:00:00
"F/TR/22233679"	"NoWa3696"	"EGS"	6,89	2014-5-18 00:00:00
"F/TR/32801694"	"FaGi15016"	"EGS"	3,21	2014-8-25 00:00:00
"F/TR/98077783"	"EfPa11004"	"K"	9,24	2014-5-31 00:00:00
"F/TR/73792212"	"BoSi5443"	"O"	1,11	2013-11-3 00:00:00
"F/TR/23191886"	"NoPi11533"	"OO"	10,30	2013-11-8 00:00:00
"F/TR/61605259"	"IlKu1274"	"M"	7,45	2013-9-3 00:00:00
"F/TR/64947343"	"DySt18701"	"M"	5,96	2013-5-18 00:00:00
"F/TR/73183552"	"BrGo6343"	"M"	10,87	2013-9-19 00:00:00
"F/TR/82451832"	"DaWe1653"	"M"	2,87	2013-6-3 00:00:00
"F/TR/34145810"	"JaWe2483"	"O"	7,40	2014-3-6 00:00:00
"F/TR/76586289"	"InCz7184"	"K"	10,27	2014-9-8 00:00:00
"F/TR/31024547"	"DaPa12181"	"EGS"	8,53	2013-4-24 00:00:00
"F/TR/35374587"	"MaOp6277"	"EG"	9,19	2013-1-2 00:00:00
"F/TR/6665963"	"AgGo19918"	"EG"	6,12	2013-8-3 00:00:00
"F/TR/84333930"	"HeWo13593"	"EG"	3,77	2013-12-22 00:00:00
"F/TR/33855678"	"BeBe16192"	"PE"	8,51	2014-3-17 00:00:00
"F/TR/33643308"	"swGo18791"	"OO"	8,96	2013-7-26 00:00:00
"F/TR/87046477"	"MaTa18245"	"OO"	7,76	2014-2-17 00:00:00
"F/TR/34451042"	"DeKu6980"	"EGE"	11,74	2014-5-20 00:00:00
"F/TR/70394881"	"MiKo9829"	"EGS"	7,09	2014-4-19 00:00:00
"F/TR/92404579"	"FrPr16075"	"EGS"	9,33	2013-2-24 00:00:00
"F/TR/9576366"	"TaBu6726"	"EGS"	5,81	2013-1-27 00:00:00
"F/TR/60889755"	"SiWa17262"	"K"	6,60	2013-10-27 00:00:00
"F/TR/51109767"	"KsCh13208"	"O"	9,18	2013-8-27 00:00:00
"F/TR/29361407"	"Jolu8332"	"OO"	2,00	2014-10-22 00:00:00
"F/TR/51941782"	"CiBa2408"	"M"	1,09	2013-3-31 00:00:00
"F/TR/87141251"	"DoSi18430"	"M"	5,96	2013-11-21 00:00:00
"F/TR/11164697"	"SaSk19300"	"PE"	8,89	2014-7-9 00:00:00
"F/TR/66347485"	"RaSz16528"	"M"	5,84	2013-2-4 00:00:00
"F/TR/87263290"	"MaCh7119"	"O"	6,01	2014-11-10 00:00:00
"F/TR/68600347"	"SeKo7581"	"K"	10,12	2014-11-8 00:00:00
"F/TR/94704372"	"FrDz16751"	"EGS"	9,43	2013-7-2 00:00:00
"F/TR/84974438"	"DePu8703"	"EG"	2,74	2013-7-31 00:00:00
"F/TR/45746780"	"AnSt7195"	"EG"	5,64	2014-1-31 00:00:00
"F/TR/97987684"	"TaBo7871"	"EG"	10,49	2014-8-8 00:00:00
"F/TR/16119780"	"WlKn19880"	"PE"	10,83	2013-4-6 00:00:00
"F/TR/74165995"	"JaSk18354"	"OO"	3,41	2013-5-30 00:00:00
"F/TR/64348292"	"HeTa10691"	"OO"	4,40	2014-2-9 00:00:00
"F/TR/98644771"	"AnRe8028"	"EGE"	11,09	2013-1-9 00:00:00
"F/TR/4388194"	"EwGo15050"	"EGS"	1,18	2013-6-6 00:00:00
"F/TR/12578445"	"WaZa10634"	"EGS"	8,21	2013-2-11 00:00:00
"F/TR/52374155"	"JaLe11231"	"EGS"	5,07	2014-2-8 00:00:00
"F/TR/43197935"	"BoTa5758"	"O"	7,80	2014-10-10 00:00:00
"F/TR/52356554"	"KiFa3510"	"OO"	6,82	2013-2-17 00:00:00
"F/TR/67871834"	"ToFr7985"	"M"	2,82	2013-3-29 00:00:00
"F/TR/2849978"	"WrGr10946"	"M"	11,45	2013-1-24 00:00:00
"F/TR/99007767"	"KlLi12146"	"M"	2,43	2014-4-13 00:00:00
"F/TR/99533046"	"KaWy13198"	"PE"	7,93	2014-11-10 00:00:00
"F/TR/68846549"	"SyPi7961"	"M"	1,45	2013-8-29 00:00:00
"F/TR/37450550"	"JaSk18354"	"O"	5,91	2013-5-26 00:00:00
"F/TR/453208"	"ErSk19087"	"K"	10,23	2013-9-10 00:00:00
"F/TR/93825205"	"SyKa18685"	"EGS"	2,39	2014-8-13 00:00:00
"F/TR/5925579"	"ArBi8582"	"EG"	7,82	2014-7-3 00:00:00
"F/TR/75179943"	"LiBe19945"	"EG"	7,56	2014-4-27 00:00:00
"F/TR/45991387"	"WiSt6556"	"PE"	1,79	2014-11-16 00:00:00
"F/TR/3768571"	"BeGr6449"	"OO"	11,63	2013-7-4 00:00:00
"F/TR/32340450"	"BoZi5669"	"OO"	1,72	2013-9-22 00:00:00
"F/TR/11906578"	"WiLu9228"	"EGE"	10,54	2014-8-10 00:00:00
"F/TR/73935135"	"CzZi19284"	"EGS"	4,68	2013-1-9 00:00:00
"F/TR/2034590"	"KrGl10757"	"EGS"	5,29	2014-6-30 00:00:00
"F/TR/5891467"	"DeFi18450"	"EGS"	1,13	2014-10-19 00:00:00
"F/TR/76949186"	"WiDr3435"	"K"	5,41	2013-5-12 00:00:00
"F/TR/52811018"	"PrNe1640"	"M"	2,52	2014-1-13 00:00:00
"F/TR/22219102"	"DoCz315"	"M"	11,84	2014-8-24 00:00:00
"F/TR/10216774"	"JoPr3114"	"M"	8,23	2014-9-29 00:00:00
"F/TR/82223622"	"EnSa580"	"PE"	2,75	2014-1-24 00:00:00
"F/TR/57208745"	"SeWe12811"	"M"	9,47	2013-10-26 00:00:00
"F/TR/23432319"	"JaFi16031"	"O"	7,26	2014-4-14 00:00:00
"F/TR/51763711"	"BaPi10939"	"EGS"	9,13	2013-4-13 00:00:00
"F/TR/37977907"	"WiRo6396"	"EG"	8,33	2014-7-30 00:00:00
"F/TR/49663511"	"JaLe11231"	"EG"	10,07	2013-5-29 00:00:00
"F/TR/27204376"	"PeDr14496"	"EG"	9,40	2014-6-27 00:00:00
"F/TR/65583074"	"IrKo11599"	"PE"	8,90	2013-12-3 00:00:00
"F/TR/24642101"	"MaZa9997"	"OO"	1,33	2014-10-30 00:00:00
"F/TR/99475833"	"PlWy10669"	"OO"	9,63	2014-2-7 00:00:00
"F/TR/26414497"	"ArBi8582"	"EGE"	1,45	2014-7-1 00:00:00
"F/TR/83471747"	"Brsw423"	"EGS"	2,98	2014-4-27 00:00:00
"F/TR/21562687"	"AnWi9220"	"EGS"	5,68	2014-5-28 00:00:00
"F/TR/50865902"	"CiBa2408"	"EGS"	8,58	2013-7-29 00:00:00
"F/TR/41777721"	"TrGa18137"	"K"	9,05	2013-9-27 00:00:00
"F/TR/2854817"	"DaGr3638"	"O"	1,79	2014-11-25 00:00:00
"F/TR/60245446"	"FlDo11389"	"OO"	6,25	2014-11-22 00:00:00
"F/TR/45544393"	"TrWi11240"	"M"	4,21	2013-1-7 00:00:00
"F/TR/24412363"	"WeWa17525"	"M"	4,43	2013-9-15 00:00:00
"F/TR/14675402"	"AcKo6153"	"M"	1,53	2014-11-19 00:00:00
"F/TR/20292431"	"KrHe8387"	"PE"	2,81	2014-11-12 00:00:00
"F/TR/21149853"	"Molo10889"	"M"	6,75	2013-4-24 00:00:00
"F/TR/50968456"	"DuKu19646"	"O"	5,13	2013-6-20 00:00:00
"F/TR/86754432"	"LiBe19945"	"K"	4,66	2013-3-16 00:00:00
"F/TR/54854827"	"WiSt15519"	"EGS"	10,66	2014-9-23 00:00:00
"F/TR/53960142"	"DeBo13705"	"EG"	3,20	2014-2-27 00:00:00
"F/TR/95446429"	"GnSt5397"	"EG"	9,42	2013-10-31 00:00:00
"F/TR/74355947"	"EfPa11004"	"EG"	6,50	2013-3-2 00:00:00
"F/TR/41487070"	"InCz7184"	"PE"	10,18	2014-7-3 00:00:00
"F/TR/62255493"	"ZbKl14288"	"OO"	11,88	2014-4-12 00:00:00
"F/TR/10199632"	"FlSm19613"	"OO"	2,50	2014-6-14 00:00:00
"F/TR/48837858"	"NaWu1958"	"EGE"	8,78	2014-7-19 00:00:00
"F/TR/7642829"	"AcWi15113"	"EGS"	5,41	2014-4-14 00:00:00
"F/TR/81970406"	"AsSk11771"	"EGS"	5,88	2014-5-10 00:00:00
"F/TR/27401623"	"BaBy6849"	"EGS"	3,37	2013-11-8 00:00:00
"F/TR/63429084"	"AbEl4405"	"K"	7,56	2014-3-11 00:00:00
"F/TR/51587795"	"MePo13820"	"O"	2,29	2013-7-25 00:00:00
"F/TR/59254773"	"KaSk13785"	"OO"	10,85	2013-6-19 00:00:00
"F/TR/54470505"	"JoNo13270"	"M"	5,65	2014-10-27 00:00:00
"F/TR/76876408"	"MaWt44"	"M"	1,65	2013-7-30 00:00:00
"F/TR/8696049"	"HoGe9069"	"M"	1,91	2014-2-2 00:00:00
"F/TR/53404307"	"KaHa15995"	"PE"	4,91	2014-7-20 00:00:00
"F/TR/78866883"	"PrOs18407"	"M"	9,79	2014-6-16 00:00:00
"F/TR/12173337"	"TrKl3619"	"O"	4,52	2013-1-21 00:00:00
"F/TR/27372507"	"FaKo15533"	"K"	8,02	2014-6-11 00:00:00
"F/TR/71906663"	"KrFi12771"	"EGS"	10,49	2014-11-9 00:00:00
"F/TR/10256684"	"DaWa10666"	"EG"	2,19	2014-8-10 00:00:00
"F/TR/74170246"	"ErDu8333"	"EG"	4,63	2014-10-7 00:00:00
"F/TR/30275516"	"scNa16747"	"EG"	5,61	2013-12-23 00:00:00
"F/TR/15356111"	"DeDz14686"	"PE"	11,01	2013-11-30 00:00:00
"F/TR/65979892"	"PeCz16870"	"OO"	4,77	2014-10-3 00:00:00
"F/TR/57582660"	"DeBi8933"	"OO"	7,63	2014-11-12 00:00:00
"F/TR/61860911"	"IlPr5670"	"EGE"	9,12	2013-10-20 00:00:00
"F/TR/96124647"	"TrKl3619"	"EGS"	11,80	2013-5-9 00:00:00
"F/TR/13450197"	"WiKo17605"	"EGS"	10,80	2014-2-24 00:00:00
"F/TR/24178943"	"MaRy1312"	"EGS"	9,45	2013-12-23 00:00:00
"F/TR/32211990"	"FlGn12379"	"K"	5,85	2014-2-13 00:00:00
"F/TR/83197397"	"CiCz8752"	"O"	5,59	2013-1-23 00:00:00
"F/TR/67834723"	"DoZo14603"	"OO"	11,42	2013-10-6 00:00:00
"F/TR/67830671"	"RaGr2792"	"M"	6,44	2014-10-24 00:00:00
"F/TR/13246776"	"RoSt13236"	"M"	2,00	2014-9-2 00:00:00
"F/TR/94032058"	"ToFr7985"	"M"	8,48	2014-2-5 00:00:00
"F/TR/1093074"	"BeZa3345"	"PE"	8,54	2014-6-8 00:00:00
"F/TR/14317454"	"LiKr1897"	"M"	9,23	2013-8-30 00:00:00
"F/TR/33424116"	"HoKo16963"	"O"	8,32	2013-4-12 00:00:00
"F/TR/21689084"	"BeWa18627"	"K"	2,70	2013-7-13 00:00:00
"F/TR/77345285"	"ElMu2958"	"EGS"	9,26	2013-4-11 00:00:00
"F/TR/58025372"	"DoMa11234"	"EG"	4,76	2014-11-5 00:00:00
"F/TR/72967100"	"LeAn2482"	"EG"	10,73	2014-6-30 00:00:00
"F/TR/22041837"	"WrSi14335"	"EG"	6,68	2014-10-3 00:00:00
"F/TR/95022612"	"WeKi10171"	"PE"	5,50	2013-4-14 00:00:00
"F/TR/8287509"	"EpLi14820"	"OO"	1,73	2013-4-15 00:00:00
"F/TR/21046741"	"SySz7231"	"OO"	4,69	2014-8-27 00:00:00
"F/TR/84681225"	"DySt18701"	"EGE"	9,83	2013-7-13 00:00:00
"F/TR/74487723"	"ToWi4276"	"EGS"	3,12	2013-10-11 00:00:00
"F/TR/85237514"	"PuBo19939"	"EGS"	2,55	2013-11-5 00:00:00
"F/TR/80504192"	"RoAn9277"	"EGS"	3,43	2014-7-20 00:00:00
"F/TR/61085878"	"AmMa2748"	"K"	5,86	2014-8-30 00:00:00
"F/TR/14539386"	"NeSa15914"	"O"	2,84	2014-3-3 00:00:00
"F/TR/5533984"	"MaKa16280"	"OO"	2,20	2013-12-20 00:00:00
"F/TR/40081016"	"ZoOl8820"	"M"	8,22	2014-4-13 00:00:00
"F/TR/89515550"	"KrBl19304"	"M"	4,46	2014-4-27 00:00:00
"F/TR/91689263"	"JaWe2483"	"M"	9,88	2013-12-21 00:00:00
"F/TR/5819244"	"BaGr8500"	"PE"	3,43	2014-7-23 00:00:00
"F/TR/64572794"	"WiMy8747"	"M"	9,80	2013-4-7 00:00:00
"F/TR/76273327"	"LuAr11789"	"O"	1,33	2013-4-1 00:00:00
"F/TR/65380522"	"LiGe16426"	"K"	10,30	2013-9-7 00:00:00
"F/TR/56880407"	"WrSi14335"	"EGS"	7,49	2013-12-22 00:00:00
"F/TR/32286781"	"DyJa8003"	"EG"	8,92	2014-4-21 00:00:00
"F/TR/40887711"	"Aulo12861"	"EG"	11,65	2014-8-11 00:00:00
"F/TR/5603953"	"LeSz18231"	"EG"	2,31	2013-6-18 00:00:00
"F/TR/12551143"	"Aulo12861"	"OO"	3,08	2013-4-1 00:00:00
"F/TR/26084126"	"EfHe4532"	"OO"	1,51	2013-5-19 00:00:00
"F/TR/11897154"	"RoTr15509"	"EGE"	11,59	2014-4-7 00:00:00
"F/TR/64864807"	"DoGi5797"	"EGS"	7,42	2013-1-6 00:00:00
"F/TR/57540635"	"SuSe996"	"EGS"	10,20	2014-1-12 00:00:00
"F/TR/24912308"	"PaMy7800"	"EGS"	10,40	2013-5-2 00:00:00
"F/TR/68562911"	"LuZe9746"	"K"	5,88	2014-1-4 00:00:00
"F/TR/63898307"	"MaZa8513"	"OO"	10,63	2014-1-18 00:00:00
"F/TR/22232204"	"SaLi19515"	"M"	7,11	2013-11-14 00:00:00
"F/TR/17112992"	"AuCh8303"	"M"	2,59	2014-6-17 00:00:00
"F/TR/5643938"	"PrSt3721"	"M"	9,38	2014-10-12 00:00:00
"F/TR/13177199"	"HoKo16963"	"PE"	4,96	2013-3-25 00:00:00
"F/TR/56594846"	"EnPr153"	"M"	10,40	2014-3-6 00:00:00
"F/TR/5043081"	"FiFr11294"	"O"	5,73	2014-11-4 00:00:00
"F/TR/89545317"	"FlSt19953"	"K"	2,91	2014-9-22 00:00:00
"F/TR/63279777"	"DeBa18208"	"EGS"	10,74	2013-6-22 00:00:00
"F/TR/54273750"	"WrSi14335"	"EG"	11,84	2013-2-1 00:00:00
"F/TR/78589160"	"DeSu1995"	"EG"	8,17	2013-6-30 00:00:00
"F/TR/2832986"	"AuBr5040"	"EG"	1,51	2014-8-11 00:00:00
"F/TR/50942597"	"EdKr19609"	"PE"	8,48	2013-6-12 00:00:00
"F/TR/23713391"	"MaSz11249"	"OO"	6,42	2014-9-1 00:00:00
"F/TR/28961648"	"BeHa3926"	"OO"	5,06	2013-10-14 00:00:00
"F/TR/65933648"	"UrSz17783"	"EGE"	1,15	2014-10-5 00:00:00
"F/TR/13977276"	"ErSc19590"	"EGS"	11,45	2013-9-26 00:00:00
"F/TR/10622040"	"EuSo2709"	"EGS"	6,40	2014-3-31 00:00:00
"F/TR/54932052"	"GrSt1449"	"K"	7,79	2013-5-10 00:00:00
"F/TR/66068513"	"LoVi5778"	"O"	4,08	2013-9-15 00:00:00
"F/TR/41733415"	"KoSt7910"	"OO"	6,38	2014-4-14 00:00:00
"F/TR/10042913"	"GeSa9786"	"M"	8,51	2013-12-9 00:00:00
"F/TR/52350542"	"BoZi5669"	"M"	8,43	2013-8-20 00:00:00
"F/TR/9820853"	"BoKo15059"	"PE"	6,14	2013-4-16 00:00:00
"F/TR/52428239"	"DaSz19425"	"M"	11,04	2014-7-18 00:00:00
"F/TR/3554422"	"SlKo14396"	"O"	4,29	2013-10-4 00:00:00
"F/TR/16137706"	"Sysw3692"	"K"	11,70	2013-3-25 00:00:00
"F/TR/90255124"	"SzRe570"	"EGS"	1,24	2013-5-15 00:00:00
"F/TR/84802797"	"MiKo9829"	"EG"	2,10	2013-4-6 00:00:00
"F/TR/39382772"	"WaHo13763"	"EG"	4,44	2014-3-25 00:00:00
"F/TR/40527367"	"EmLo5281"	"EG"	7,03	2014-5-20 00:00:00
"F/TR/35392245"	"KoWa15927"	"PE"	4,74	2013-1-25 00:00:00
"F/TR/20908181"	"HeKa6717"	"OO"	6,96	2013-3-22 00:00:00
"F/TR/39806411"	"SiPl2714"	"OO"	6,76	2013-9-26 00:00:00
"F/TR/78884604"	"DaWo13304"	"EGE"	11,54	2014-4-27 00:00:00
"F/TR/28182982"	"DyJo4980"	"EGS"	3,98	2014-9-25 00:00:00
"F/TR/30659416"	"KrGl10757"	"EGS"	11,75	2013-5-15 00:00:00
"F/TR/24574547"	"DeKl558"	"EGS"	1,58	2014-11-8 00:00:00
"F/TR/46323902"	"WoLu2406"	"K"	2,08	2013-10-21 00:00:00
"F/TR/46975393"	"NoWa3696"	"O"	4,83	2013-11-5 00:00:00
"F/TR/22620700"	"AmMa1597"	"OO"	7,19	2014-1-1 00:00:00
"F/TR/4212539"	"SuJa13984"	"M"	3,12	2013-10-25 00:00:00
"F/TR/79670394"	"HuPi5844"	"M"	10,84	2013-7-1 00:00:00
"F/TR/81113687"	"WlKa553"	"M"	1,63	2014-7-18 00:00:00
"F/TR/99204262"	"AmMa1597"	"PE"	10,10	2013-4-5 00:00:00
"F/TR/46715791"	"Tosw8220"	"M"	4,72	2013-10-11 00:00:00
"F/TR/19323785"	"OdNi15209"	"O"	7,09	2013-11-14 00:00:00
"F/TR/76239550"	"BaRy12782"	"K"	7,34	2014-10-9 00:00:00
"F/TR/15662676"	"ZbLa2984"	"EGS"	3,49	2013-8-21 00:00:00
"F/TR/65516517"	"SaFi18011"	"EG"	6,41	2014-3-21 00:00:00
"F/TR/1144316"	"MiTe7680"	"EG"	9,53	2014-5-23 00:00:00
"F/TR/71317846"	"MoTe13555"	"EG"	5,13	2013-1-18 00:00:00
"F/TR/48411499"	"ToCh3327"	"PE"	10,58	2013-2-18 00:00:00
"F/TR/60600201"	"HaMa15143"	"OO"	2,65	2014-2-4 00:00:00
"F/TR/44169678"	"GeDa15292"	"OO"	5,55	2014-2-22 00:00:00
"F/TR/22211564"	"RuRz10747"	"EGE"	6,36	2014-6-25 00:00:00
"F/TR/80103741"	"JaLe11231"	"EGS"	10,99	2013-3-4 00:00:00
"F/TR/34115716"	"KrKr1478"	"EGS"	6,17	2014-3-28 00:00:00
"F/TR/94574168"	"KlBu2885"	"EGS"	7,70	2013-12-8 00:00:00
"F/TR/15259287"	"EmDe6614"	"K"	5,20	2014-3-18 00:00:00
"F/TR/95679886"	"DaDy18749"	"O"	6,77	2013-9-10 00:00:00
"F/TR/73370867"	"BaCi231"	"OO"	6,87	2013-5-30 00:00:00
"F/TR/90325142"	"ElOl12758"	"M"	10,17	2013-3-16 00:00:00
"F/TR/24900367"	"TaCz4798"	"M"	11,10	2013-5-1 00:00:00
"F/TR/30263049"	"HuPi5844"	"M"	4,54	2014-8-27 00:00:00
"F/TR/56898363"	"TaKa4551"	"PE"	10,62	2013-9-30 00:00:00
"F/TR/37355902"	"HePa14485"	"M"	3,60	2013-2-2 00:00:00
"F/TR/18257550"	"AdRa12111"	"O"	9,93	2013-10-9 00:00:00
"F/TR/59480693"	"RyPa13981"	"K"	11,23	2013-9-20 00:00:00
"F/TR/68614915"	"KaHa15995"	"EGS"	1,26	2013-12-2 00:00:00
"F/TR/25701818"	"DoHa2807"	"EG"	5,60	2013-9-27 00:00:00
"F/TR/9740803"	"DzKa10424"	"EG"	2,72	2013-3-26 00:00:00
"F/TR/96467954"	"lezy5175"	"EG"	8,83	2014-5-7 00:00:00
"F/TR/8296999"	"MaTa18245"	"PE"	8,22	2014-10-2 00:00:00
"F/TR/4182390"	"FoDo17451"	"OO"	6,29	2013-4-11 00:00:00
"F/TR/37664219"	"TaCz4798"	"OO"	4,77	2013-2-11 00:00:00
"F/TR/99320987"	"BaKo7857"	"EGE"	6,24	2013-7-7 00:00:00
"F/TR/4371724"	"TeBl11852"	"EGS"	1,08	2014-11-24 00:00:00
"F/TR/74368129"	"HePr1912"	"EGS"	5,75	2013-10-12 00:00:00
"F/TR/39487883"	"DoOl7472"	"EGS"	1,54	2014-9-11 00:00:00
"F/TR/74318536"	"UrOk10639"	"K"	3,72	2013-11-29 00:00:00
"F/TR/54901035"	"AnRe8028"	"O"	1,59	2014-7-13 00:00:00
"F/TR/34477184"	"AsKa7693"	"OO"	5,07	2014-7-4 00:00:00
"F/TR/120636"	"AtCe6857"	"M"	5,50	2013-8-4 00:00:00
"F/TR/80465462"	"DeKu6980"	"M"	4,70	2014-11-5 00:00:00
"F/TR/99180768"	"FeDy11905"	"M"	9,05	2013-4-3 00:00:00
"F/TR/77448461"	"PaMy7800"	"PE"	5,56	2014-4-26 00:00:00
"F/TR/82311761"	"TwRo2251"	"M"	11,11	2014-7-28 00:00:00
"F/TR/51587854"	"BlPo11698"	"O"	2,97	2014-4-19 00:00:00
"F/TR/20713902"	"SlSm9679"	"K"	5,44	2014-11-2 00:00:00
"F/TR/89787683"	"AuBr5040"	"EGS"	2,81	2013-11-12 00:00:00
"F/TR/89628097"	"EnPr153"	"EG"	8,12	2013-11-7 00:00:00
"F/TR/81027521"	"ToCz3432"	"EG"	5,47	2013-10-17 00:00:00
"F/TR/13665557"	"JaSz2577"	"EG"	5,50	2014-2-3 00:00:00
"F/TR/73650778"	"WrSz11546"	"PE"	1,11	2014-1-19 00:00:00
"F/TR/6685296"	"LeMi18100"	"OO"	9,75	2013-6-12 00:00:00
"F/TR/8278391"	"DyGl15545"	"OO"	4,68	2014-6-12 00:00:00
"F/TR/40355532"	"FlCz16460"	"EGS"	3,63	2013-6-17 00:00:00
"F/TR/98651374"	"ChFi14329"	"EGS"	3,31	2014-2-9 00:00:00
"F/TR/71115322"	"GeMa19363"	"EGS"	9,59	2014-6-5 00:00:00
"F/TR/62993248"	"SzCh14770"	"K"	11,92	2014-10-13 00:00:00
"F/TR/24656920"	"FlLa5765"	"O"	7,66	2013-12-7 00:00:00
"F/TR/59074970"	"LeSz18231"	"OO"	1,43	2014-8-16 00:00:00
"F/TR/50182316"	"MaKa16280"	"M"	5,77	2013-8-19 00:00:00
"F/TR/26978804"	"SeBi3417"	"M"	7,76	2013-3-9 00:00:00
"F/TR/70669397"	"laMe4356"	"M"	9,06	2013-10-30 00:00:00
"F/TR/61823468"	"BoFr4871"	"PE"	10,95	2014-1-30 00:00:00
"F/TR/63047024"	"JoZi6567"	"M"	8,79	2013-1-31 00:00:00
"F/TR/4289012"	"AbMo14159"	"O"	9,47	2013-12-13 00:00:00
"F/TR/27451749"	"MaCh16216"	"K"	10,84	2014-5-26 00:00:00
"F/TR/92985987"	"WiRo6396"	"EGS"	11,42	2014-6-18 00:00:00
"F/TR/9916095"	"zySz3896"	"EG"	5,11	2014-4-28 00:00:00
"F/TR/10973191"	"KaKo5437"	"EG"	6,80	2014-2-1 00:00:00
"F/TR/6612844"	"TrGa18137"	"EG"	8,04	2014-10-10 00:00:00
"F/TR/97214626"	"SiHu11027"	"PE"	1,46	2014-3-23 00:00:00
"F/TR/81171129"	"PaDu1093"	"OO"	8,87	2014-10-10 00:00:00
"F/TR/22229179"	"Hosc18393"	"OO"	11,08	2014-8-8 00:00:00
"F/TR/8100075"	"HePa3389"	"EGE"	6,60	2013-8-22 00:00:00
"F/TR/45659496"	"OsTr9674"	"EGS"	4,68	2013-12-27 00:00:00
"F/TR/38325496"	"FlDo11389"	"EGS"	4,98	2014-10-10 00:00:00
"F/TR/91625511"	"zyKo18491"	"EGS"	9,70	2013-9-6 00:00:00
"F/TR/48339246"	"UrOk10639"	"K"	3,80	2014-4-27 00:00:00
"F/TR/11489861"	"laUs3919"	"OO"	7,98	2013-4-15 00:00:00
"F/TR/26376160"	"SeCh5305"	"M"	11,17	2014-10-5 00:00:00
"F/TR/8813732"	"CiGr590"	"M"	9,65	2014-1-4 00:00:00
"F/TR/80615558"	"KaBe16332"	"M"	6,48	2013-6-6 00:00:00
"F/TR/79239309"	"WaIl7948"	"PE"	6,68	2014-1-11 00:00:00
"F/TR/78629662"	"Gasl8439"	"M"	7,19	2013-2-28 00:00:00
"F/TR/22881244"	"DoCi4092"	"O"	3,08	2013-3-18 00:00:00
"F/TR/81328451"	"UlKi16951"	"K"	3,86	2014-3-16 00:00:00
"F/TR/26571947"	"GeWe8651"	"EGS"	11,61	2013-12-19 00:00:00
"F/TR/26354992"	"OlHa7700"	"EG"	11,12	2013-5-2 00:00:00
"F/TR/13459662"	"SoNi4280"	"EG"	11,23	2013-12-14 00:00:00
"F/TR/73343348"	"PiCh1936"	"EG"	3,71	2014-5-29 00:00:00
"F/TR/94650981"	"WaKr11111"	"PE"	9,22	2013-2-7 00:00:00
"F/TR/96637003"	"CzSz5619"	"OO"	7,74	2014-5-27 00:00:00
"F/TR/82212150"	"GoHa6856"	"OO"	5,66	2014-5-18 00:00:00
"F/TR/83734339"	"EdCh18697"	"EGE"	1,05	2014-4-5 00:00:00
"F/TR/14422031"	"TaCz4798"	"EGS"	5,07	2014-8-13 00:00:00
"F/TR/30782980"	"ZoKo8574"	"EGS"	8,90	2014-2-28 00:00:00
"F/TR/63608173"	"Olla241"	"EGS"	5,76	2013-8-19 00:00:00
"F/TR/56214249"	"DeKa2502"	"K"	8,65	2013-11-10 00:00:00
"F/TR/3584297"	"LuSu18075"	"O"	8,55	2014-10-9 00:00:00
"F/TR/60803269"	"AmSz6523"	"OO"	1,29	2014-6-7 00:00:00
"F/TR/77781044"	"MiGo19030"	"M"	11,80	2013-8-3 00:00:00
"F/TR/52283202"	"SyGl9833"	"M"	10,53	2014-8-5 00:00:00
"F/TR/48855586"	"SyWa6703"	"M"	9,70	2013-5-4 00:00:00
"F/TR/20249219"	"PoLi9362"	"PE"	9,78	2014-7-3 00:00:00
"F/TR/24003823"	"DiSt6586"	"M"	9,25	2013-7-4 00:00:00
"F/TR/50401587"	"SuPi2412"	"O"	4,70	2013-10-18 00:00:00
"F/TR/21001872"	"WiFa6237"	"EGS"	9,60	2013-1-8 00:00:00
"F/TR/25537770"	"GoHa6856"	"EG"	11,34	2013-2-19 00:00:00
"F/TR/22834012"	"ZbPa6501"	"EG"	8,84	2014-2-17 00:00:00
"F/TR/68814888"	"OdPa12383"	"EG"	1,18	2013-4-27 00:00:00
"F/TR/5116075"	"SiSz10748"	"PE"	9,71	2013-5-8 00:00:00
"F/TR/44212962"	"DaUr910"	"OO"	8,82	2013-5-26 00:00:00
"F/TR/55530758"	"FlSz15604"	"OO"	9,23	2014-1-7 00:00:00
"F/TR/45337602"	"EgSm14063"	"EGE"	4,76	2013-5-20 00:00:00
"F/TR/22914443"	"ElOr7301"	"EGS"	1,16	2014-7-5 00:00:00
"F/TR/47018762"	"ChGu10883"	"EGS"	6,94	2013-12-21 00:00:00
"F/TR/2196051"	"KaKo1512"	"EGS"	3,34	2013-12-27 00:00:00
"F/TR/8697334"	"LoVi5778"	"K"	3,06	2013-8-29 00:00:00
"F/TR/41716556"	"HePa3389"	"O"	3,39	2013-1-12 00:00:00
"F/TR/25141150"	"LaWa13971"	"OO"	3,65	2014-1-1 00:00:00
"F/TR/95885653"	"BlBy5926"	"M"	4,02	2014-4-29 00:00:00
"F/TR/61515490"	"MiKo669"	"M"	7,57	2014-1-1 00:00:00
"F/TR/50663166"	"TeCh12023"	"M"	4,76	2013-3-8 00:00:00
"F/TR/57253111"	"AnSt7195"	"PE"	9,48	2014-2-9 00:00:00
