ID_ucznia;ID_pytania;Punkty
u_82;p_6;4
u_83;p_6;1
u_84;p_6;4
u_85;p_6;1
u_86;p_6;1
u_87;p_6;1
u_88;p_6;4
u_89;p_6;1
u_90;p_6;2
u_91;p_6;4
u_92;p_6;4
u_93;p_6;1
u_94;p_6;1
u_95;p_6;1
u_96;p_6;2
u_97;p_6;3
u_98;p_6;1
u_99;p_6;3
u_100;p_6;3
u_101;p_6;2
u_102;p_6;3
u_103;p_6;4
u_104;p_6;4
u_105;p_6;1
u_106;p_6;2
u_107;p_6;3
u_108;p_6;1
u_109;p_6;1
u_110;p_6;4
u_111;p_6;3
u_112;p_6;1
u_113;p_6;4
u_114;p_6;2
u_115;p_6;2
u_116;p_6;4
u_117;p_6;2
u_118;p_6;2
u_119;p_6;3
u_120;p_6;1
u_121;p_6;4
u_122;p_6;4
u_123;p_6;4
u_124;p_6;1
u_125;p_6;3
u_126;p_6;1
u_127;p_6;3
u_128;p_6;2
u_129;p_6;2
u_130;p_6;4
u_131;p_6;1
u_132;p_6;1
u_133;p_6;4
u_134;p_6;2
u_135;p_6;1
u_136;p_6;1
u_137;p_6;1
u_138;p_6;1
u_139;p_6;4
u_140;p_6;4
u_141;p_6;1
u_142;p_6;3
u_143;p_6;3
u_144;p_6;1
u_145;p_6;2
u_146;p_6;2
u_147;p_6;2
u_148;p_6;3
u_149;p_6;2
u_150;p_6;1
u_151;p_6;2
u_152;p_6;3
u_153;p_6;2
u_154;p_6;1
u_155;p_6;4
u_156;p_6;4
u_157;p_6;3
u_158;p_6;2
u_159;p_6;4
u_160;p_6;2
u_161;p_6;2
u_162;p_6;1
u_163;p_6;1
u_164;p_6;3
u_165;p_6;2
u_166;p_6;1
u_167;p_6;4
u_168;p_6;3
u_169;p_6;4
u_170;p_6;1
u_171;p_6;1
u_172;p_6;1
u_173;p_6;4
u_174;p_6;2
u_175;p_6;1
u_176;p_6;2
u_177;p_6;1
u_178;p_6;2
u_179;p_6;4
u_180;p_6;4
u_181;p_6;2
u_182;p_6;2
u_183;p_6;4
u_184;p_6;1
u_185;p_6;4
u_186;p_6;3
u_187;p_6;2
u_188;p_6;3
u_189;p_6;1
u_190;p_6;3
u_191;p_6;2
u_192;p_6;1
u_193;p_6;2
u_194;p_6;3
u_195;p_6;2
u_196;p_6;2
u_197;p_6;3
u_198;p_6;3
u_199;p_6;2
u_200;p_6;3
u_201;p_6;2
u_202;p_6;4
u_203;p_6;4
u_204;p_6;1
u_205;p_6;4
u_206;p_6;4
u_207;p_6;2
u_208;p_6;3
u_209;p_6;2
u_210;p_6;3
u_211;p_6;1
u_212;p_6;3
u_213;p_6;1
u_214;p_6;3
u_215;p_6;1
u_216;p_6;1
u_217;p_6;3
u_218;p_6;1
u_219;p_6;3
u_220;p_6;3
u_221;p_6;3
u_222;p_6;2
u_223;p_6;1
u_224;p_6;3
u_225;p_6;4
u_226;p_6;1
u_227;p_6;2
u_228;p_6;2
u_229;p_6;1
u_230;p_6;4
u_231;p_6;2
u_232;p_6;1
u_233;p_6;3
u_234;p_6;3
u_235;p_6;3
u_236;p_6;2
u_237;p_6;3
u_238;p_6;3
u_239;p_6;2
u_240;p_6;3
u_241;p_6;1
u_242;p_6;3
u_243;p_6;1
u_244;p_6;2
u_245;p_6;1
u_246;p_6;4
u_247;p_6;3
u_248;p_6;4
u_249;p_6;1
u_250;p_6;1
u_251;p_6;1
u_252;p_6;2
u_253;p_6;3
u_254;p_6;3
u_255;p_6;1
u_256;p_6;1
u_257;p_6;4
u_258;p_6;4
u_259;p_6;2
u_260;p_6;4
u_261;p_6;4
u_262;p_6;2
u_263;p_6;3
u_1;p_7;2
u_2;p_7;2
u_3;p_7;1
u_4;p_7;3
u_5;p_7;3
u_6;p_7;2
u_7;p_7;1
u_8;p_7;4
u_9;p_7;2
u_10;p_7;4
u_11;p_7;4
u_12;p_7;4
u_13;p_7;1
u_14;p_7;1
u_15;p_7;2
u_16;p_7;4
u_17;p_7;3
u_18;p_7;4
u_19;p_7;1
u_20;p_7;2
u_21;p_7;3
u_22;p_7;1
u_23;p_7;3
u_24;p_7;1
u_25;p_7;2
u_26;p_7;2
u_27;p_7;3
u_28;p_7;1
u_29;p_7;1
u_30;p_7;3
u_31;p_7;2
u_32;p_7;4
u_33;p_7;4
u_34;p_7;3
u_35;p_7;1
u_36;p_7;4
u_37;p_7;2
u_38;p_7;2
u_39;p_7;1
u_40;p_7;3
u_41;p_7;3
u_42;p_7;4
u_43;p_7;4
u_44;p_7;3
u_45;p_7;4
u_46;p_7;3
u_47;p_7;3
u_48;p_7;4
u_49;p_7;1
u_50;p_7;4
u_51;p_7;1
u_52;p_7;2
u_53;p_7;3
u_54;p_7;2
u_55;p_7;2
u_56;p_7;3
u_57;p_7;3
u_58;p_7;4
u_59;p_7;1
u_60;p_7;3
u_61;p_7;4
u_62;p_7;4
u_63;p_7;1
u_64;p_7;1
u_65;p_7;4
u_66;p_7;3
u_67;p_7;2
u_68;p_7;1
u_69;p_7;2
u_70;p_7;3
u_71;p_7;1
u_72;p_7;4
u_73;p_7;1
u_74;p_7;4
u_75;p_7;2
u_76;p_7;4
u_77;p_7;2
u_78;p_7;4
u_79;p_7;1
u_80;p_7;1
u_81;p_7;2
u_82;p_7;1
u_83;p_7;4
u_84;p_7;2
u_85;p_7;3
u_86;p_7;3
u_87;p_7;4
u_88;p_7;2
u_89;p_7;1
u_90;p_7;3
u_91;p_7;4
u_92;p_7;3
u_93;p_7;4
u_94;p_7;1
u_95;p_7;2
u_96;p_7;1
u_97;p_7;4
u_98;p_7;3
u_99;p_7;1
u_100;p_7;3
u_101;p_7;3
u_102;p_7;4
u_103;p_7;4
u_104;p_7;4
u_105;p_7;3
u_106;p_7;3
u_107;p_7;1
u_108;p_7;2
u_109;p_7;2
u_110;p_7;4
u_111;p_7;2
u_112;p_7;3
u_113;p_7;2
u_114;p_7;2
u_115;p_7;4
u_116;p_7;3
u_117;p_7;2
u_118;p_7;3
u_119;p_7;2
u_120;p_7;4
u_121;p_7;1
u_122;p_7;3
u_123;p_7;1
u_124;p_7;3
u_125;p_7;4
u_126;p_7;3
u_127;p_7;2
u_128;p_7;3
u_129;p_7;3
u_130;p_7;1
u_131;p_7;3
u_132;p_7;1
u_133;p_7;2
u_134;p_7;2
u_135;p_7;2
u_136;p_7;2
u_137;p_7;1
u_138;p_7;3
u_139;p_7;3
u_140;p_7;3
u_141;p_7;2
u_142;p_7;4
u_143;p_7;4
u_144;p_7;2
u_145;p_7;4
u_146;p_7;1
u_147;p_7;3
u_148;p_7;4
u_149;p_7;1
u_150;p_7;3
u_151;p_7;1
u_152;p_7;1
u_153;p_7;4
u_154;p_7;2
u_155;p_7;2
u_156;p_7;1
u_157;p_7;2
u_158;p_7;2
u_159;p_7;2
u_160;p_7;1
u_161;p_7;4
u_162;p_7;4
u_163;p_7;2
u_164;p_7;2
u_165;p_7;1
u_166;p_7;2
u_167;p_7;4
u_168;p_7;3
u_169;p_7;1
u_170;p_7;1
u_171;p_7;3
u_172;p_7;2
u_173;p_7;4
u_174;p_7;1
u_175;p_7;1
u_176;p_7;1
u_177;p_7;2
u_178;p_7;3
u_179;p_7;2
u_180;p_7;1
u_181;p_7;2
u_182;p_7;1
u_183;p_7;3
u_184;p_7;3
u_185;p_7;4
u_186;p_7;3
u_187;p_7;2
u_188;p_7;3
u_189;p_7;2
u_190;p_7;4
u_191;p_7;3
u_192;p_7;2
u_193;p_7;4
u_194;p_7;4
u_195;p_7;1
u_196;p_7;3
u_197;p_7;4
u_198;p_7;1
u_199;p_7;1
u_200;p_7;4
u_201;p_7;3
u_202;p_7;2
u_203;p_7;4
u_204;p_7;2
u_205;p_7;4
u_206;p_7;4
u_207;p_7;4
u_208;p_7;2
u_209;p_7;4
u_210;p_7;3
u_211;p_7;2
u_212;p_7;3
u_213;p_7;2
u_214;p_7;3
u_215;p_7;1
u_216;p_7;4
u_217;p_7;1
u_218;p_7;1
u_219;p_7;2
u_220;p_7;2
u_221;p_7;1
u_222;p_7;1
u_223;p_7;3
u_224;p_7;2
u_225;p_7;4
u_226;p_7;1
u_227;p_7;1
u_228;p_7;1
u_229;p_7;2
u_230;p_7;4
u_231;p_7;4
u_232;p_7;1
u_233;p_7;4
u_234;p_7;1
u_235;p_7;3
u_236;p_7;2
u_237;p_7;3
u_238;p_7;2
u_239;p_7;2
u_240;p_7;2
u_241;p_7;3
u_242;p_7;4
u_243;p_7;2
u_244;p_7;3
u_245;p_7;3
u_246;p_7;3
u_247;p_7;3
u_248;p_7;3
u_249;p_7;1
u_250;p_7;1
u_251;p_7;3
u_252;p_7;1
u_253;p_7;1
u_254;p_7;1
u_255;p_7;3
u_256;p_7;4
u_257;p_7;3
u_258;p_7;1
u_259;p_7;1
u_260;p_7;3
u_261;p_7;2
u_262;p_7;3
u_263;p_7;1
u_1;p_8;3
u_2;p_8;3
u_3;p_8;3
u_4;p_8;5
u_5;p_8;5
u_6;p_8;1
u_7;p_8;2
u_8;p_8;5
u_9;p_8;1
u_10;p_8;2
u_11;p_8;6
u_12;p_8;4
u_13;p_8;3
u_14;p_8;2
u_15;p_8;4
u_16;p_8;4
u_17;p_8;3
u_18;p_8;6
u_19;p_8;6
u_20;p_8;3
u_21;p_8;2
u_22;p_8;1
u_23;p_8;4
u_24;p_8;1
u_25;p_8;6
u_26;p_8;2
u_27;p_8;2
u_28;p_8;3
u_29;p_8;6
u_30;p_8;6
u_31;p_8;1
u_32;p_8;1
u_33;p_8;3
u_34;p_8;6
u_35;p_8;5
u_36;p_8;6
u_37;p_8;1
u_38;p_8;6
u_39;p_8;2
u_40;p_8;6
u_41;p_8;6
u_42;p_8;6
u_43;p_8;3
u_44;p_8;3
u_45;p_8;5
u_46;p_8;2
u_47;p_8;3
u_48;p_8;6
u_49;p_8;5
u_50;p_8;3
u_51;p_8;4
u_52;p_8;2
u_53;p_8;6
u_54;p_8;2
u_55;p_8;5
u_56;p_8;5
u_57;p_8;3
u_58;p_8;4
u_59;p_8;3
u_60;p_8;5
u_61;p_8;3
u_62;p_8;6
u_63;p_8;5
u_64;p_8;5
u_65;p_8;3
u_66;p_8;4
u_67;p_8;3
u_68;p_8;5
u_69;p_8;3
u_70;p_8;6
u_71;p_8;1
u_72;p_8;1
u_73;p_8;6
u_74;p_8;3
u_75;p_8;5
u_76;p_8;3
u_77;p_8;3
u_78;p_8;1
u_79;p_8;2
u_80;p_8;6
u_81;p_8;3
u_82;p_8;6
u_83;p_8;2
u_84;p_8;3
u_85;p_8;4
u_86;p_8;3
u_87;p_8;3
u_88;p_8;1
u_89;p_8;2
u_90;p_8;4
u_91;p_8;5
u_92;p_8;4
u_93;p_8;5
u_94;p_8;5
u_95;p_8;2
u_96;p_8;2
u_97;p_8;1
u_98;p_8;5
u_99;p_8;5
u_100;p_8;1
u_101;p_8;6
u_102;p_8;2
u_103;p_8;6
u_104;p_8;1
u_105;p_8;3
u_106;p_8;3
u_107;p_8;1
u_108;p_8;5
u_109;p_8;5
u_110;p_8;1
u_111;p_8;5
u_112;p_8;6
u_113;p_8;3
u_114;p_8;5
u_115;p_8;1
u_116;p_8;6
u_117;p_8;3
u_118;p_8;3
u_119;p_8;3
u_120;p_8;4
u_121;p_8;1
u_122;p_8;5
u_123;p_8;1
u_124;p_8;2
u_125;p_8;6
u_126;p_8;5
u_127;p_8;3
u_128;p_8;6
u_129;p_8;2
u_130;p_8;6
u_131;p_8;4
u_132;p_8;6
u_133;p_8;4
u_134;p_8;5
u_135;p_8;5
u_136;p_8;3
u_137;p_8;1
u_138;p_8;2
u_139;p_8;1
u_140;p_8;2
u_141;p_8;2
u_142;p_8;1
u_143;p_8;4
u_144;p_8;3
u_145;p_8;4
u_146;p_8;6
u_147;p_8;4
u_148;p_8;1
u_149;p_8;6
u_150;p_8;3
u_151;p_8;4
u_152;p_8;3
u_153;p_8;5
u_154;p_8;2
u_155;p_8;3
u_156;p_8;5
u_157;p_8;3
u_158;p_8;3
u_159;p_8;3
u_160;p_8;2
u_161;p_8;2
u_162;p_8;6
u_163;p_8;2
u_164;p_8;3
u_165;p_8;6
u_166;p_8;5
u_167;p_8;2
u_168;p_8;5
u_169;p_8;5
u_170;p_8;5
u_171;p_8;6
u_172;p_8;3
u_173;p_8;6
u_174;p_8;4
u_175;p_8;1
u_176;p_8;5
u_177;p_8;1
u_178;p_8;6
u_179;p_8;4
u_180;p_8;4
u_181;p_8;4
u_182;p_8;4
u_183;p_8;6
u_184;p_8;2
u_185;p_8;5
u_186;p_8;4
u_187;p_8;3
u_188;p_8;4
u_189;p_8;5
u_190;p_8;3
u_191;p_8;3
u_192;p_8;4
u_193;p_8;3
u_194;p_8;5
u_195;p_8;2
u_196;p_8;3
u_197;p_8;3
u_198;p_8;2
u_199;p_8;4
u_200;p_8;5
u_201;p_8;3
u_202;p_8;1
u_203;p_8;4
u_204;p_8;2
u_205;p_8;4
u_206;p_8;1
u_207;p_8;3
u_208;p_8;2
u_209;p_8;3
u_210;p_8;5
u_211;p_8;3
u_212;p_8;1
u_213;p_8;2
u_214;p_8;3
u_215;p_8;3
u_216;p_8;4
u_217;p_8;2
u_218;p_8;4
u_219;p_8;3
u_220;p_8;2
u_221;p_8;1
u_222;p_8;1
u_223;p_8;4
u_224;p_8;2
u_225;p_8;6
u_226;p_8;4
u_227;p_8;3
u_228;p_8;6
u_229;p_8;3
u_230;p_8;3
u_231;p_8;5
u_232;p_8;4
u_233;p_8;1
u_234;p_8;6
u_235;p_8;6
u_236;p_8;2
u_237;p_8;4
u_238;p_8;2
u_239;p_8;2
u_240;p_8;4
u_241;p_8;3
u_242;p_8;4
u_243;p_8;3
u_244;p_8;5
u_245;p_8;4
u_246;p_8;3
u_247;p_8;1
u_248;p_8;6
u_249;p_8;6
u_250;p_8;2
u_251;p_8;1
u_252;p_8;1
u_253;p_8;1
u_254;p_8;1
u_255;p_8;5
u_256;p_8;3
u_257;p_8;2
u_258;p_8;4
u_259;p_8;3
u_260;p_8;1
u_261;p_8;6
u_262;p_8;5
u_263;p_8;6
u_1;p_9;5
u_2;p_9;1
u_3;p_9;3
u_4;p_9;5
u_5;p_9;2
u_6;p_9;1
u_7;p_9;5
u_8;p_9;1
u_9;p_9;1
u_10;p_9;5
u_11;p_9;5
u_12;p_9;4
u_13;p_9;2
u_14;p_9;1
u_15;p_9;5
u_16;p_9;2
u_17;p_9;4
u_18;p_9;3
u_19;p_9;3
u_20;p_9;4
u_21;p_9;2
u_22;p_9;2
u_23;p_9;3
u_24;p_9;2
u_25;p_9;1
u_26;p_9;4
u_27;p_9;3
u_28;p_9;2
u_29;p_9;5
u_30;p_9;3
u_31;p_9;2
u_32;p_9;5
u_33;p_9;3
u_34;p_9;1
u_35;p_9;4
u_36;p_9;5
u_37;p_9;4
u_38;p_9;5
u_39;p_9;5
u_40;p_9;4
u_41;p_9;4
u_42;p_9;3
u_43;p_9;2
u_44;p_9;2
u_45;p_9;2
u_46;p_9;3
u_47;p_9;2
u_48;p_9;5
u_49;p_9;2
u_50;p_9;2
u_51;p_9;3
u_52;p_9;1
u_53;p_9;3
u_54;p_9;5
u_55;p_9;2
u_56;p_9;3
u_57;p_9;5
u_58;p_9;3
u_59;p_9;5
u_60;p_9;1
u_61;p_9;1
u_62;p_9;1
u_63;p_9;2
u_64;p_9;2
u_65;p_9;1
u_66;p_9;5
u_67;p_9;3
u_68;p_9;1
u_69;p_9;5
u_70;p_9;2
u_71;p_9;4
u_72;p_9;1
u_73;p_9;4
u_74;p_9;1
u_75;p_9;4
u_76;p_9;1
u_77;p_9;1
u_78;p_9;1
u_79;p_9;1
u_80;p_9;3
u_81;p_9;2
u_82;p_9;2
u_83;p_9;1
u_84;p_9;1
u_85;p_9;2
u_86;p_9;1
u_87;p_9;2
u_88;p_9;5
u_89;p_9;2
u_90;p_9;3
u_91;p_9;1
u_92;p_9;2
u_93;p_9;2
u_94;p_9;3
u_95;p_9;1
u_96;p_9;4
u_97;p_9;5
u_98;p_9;5
u_99;p_9;2
u_100;p_9;5
u_101;p_9;3
u_102;p_9;1
u_103;p_9;5
u_104;p_9;2
u_105;p_9;2
u_106;p_9;1
u_107;p_9;1
u_108;p_9;2
u_109;p_9;2
u_110;p_9;3
u_111;p_9;4
u_112;p_9;3
u_113;p_9;4
u_114;p_9;2
u_115;p_9;3
u_116;p_9;2
u_117;p_9;1
u_118;p_9;3
u_119;p_9;1
u_120;p_9;2
u_121;p_9;3
u_122;p_9;1
u_123;p_9;5
u_124;p_9;3
u_125;p_9;1
u_126;p_9;5
u_127;p_9;2
u_128;p_9;1
u_129;p_9;5
u_130;p_9;2
u_131;p_9;2
u_132;p_9;3
u_133;p_9;5
u_134;p_9;4
u_135;p_9;5
u_136;p_9;3
u_137;p_9;2
u_138;p_9;2
u_139;p_9;5
u_140;p_9;4
u_141;p_9;2
u_142;p_9;1
u_143;p_9;2
u_144;p_9;4
u_145;p_9;2
u_146;p_9;1
u_147;p_9;5
u_148;p_9;1
u_149;p_9;2
u_150;p_9;3
u_151;p_9;5
u_152;p_9;1
u_153;p_9;2
u_154;p_9;2
u_155;p_9;1
u_156;p_9;4
u_157;p_9;3
u_158;p_9;2
u_159;p_9;4
u_160;p_9;1
u_161;p_9;4
u_162;p_9;2
u_163;p_9;1
u_164;p_9;3
u_165;p_9;1
u_166;p_9;4
u_167;p_9;4
u_168;p_9;1
u_169;p_9;4
u_170;p_9;2
u_171;p_9;4
u_172;p_9;2
u_173;p_9;5
u_174;p_9;3
u_175;p_9;1
u_176;p_9;1
u_177;p_9;4
u_178;p_9;3
u_179;p_9;4
u_180;p_9;5
u_181;p_9;3
u_182;p_9;2
u_183;p_9;3
u_184;p_9;1
u_185;p_9;4
u_186;p_9;5
u_187;p_9;1
u_188;p_9;1
u_189;p_9;4
u_190;p_9;1
u_191;p_9;5
u_192;p_9;4
u_193;p_9;5
u_194;p_9;2
u_195;p_9;5
u_196;p_9;2
u_197;p_9;4
u_198;p_9;5
u_199;p_9;2
u_200;p_9;4
u_201;p_9;2
u_202;p_9;1
u_203;p_9;2
u_204;p_9;1
u_205;p_9;3
u_206;p_9;1
u_207;p_9;1
u_208;p_9;5
u_209;p_9;4
u_210;p_9;4
u_211;p_9;2
u_212;p_9;2
u_213;p_9;5
u_214;p_9;1
u_215;p_9;3
u_216;p_9;1
u_217;p_9;1
u_218;p_9;4
u_219;p_9;5
u_220;p_9;4
u_221;p_9;1
u_222;p_9;5
u_223;p_9;4
u_224;p_9;2
u_225;p_9;4
u_226;p_9;5
u_227;p_9;4
u_228;p_9;4
u_229;p_9;5
u_230;p_9;2
u_231;p_9;3
u_232;p_9;4
u_233;p_9;4
u_234;p_9;1
u_235;p_9;1
u_236;p_9;1
u_237;p_9;4
u_238;p_9;4
u_239;p_9;2
u_240;p_9;4
u_241;p_9;4
u_242;p_9;5
u_243;p_9;1
u_244;p_9;1
u_245;p_9;5
u_246;p_9;5
u_247;p_9;1
u_248;p_9;4
u_249;p_9;4
u_250;p_9;4
u_251;p_9;1
u_252;p_9;3
u_253;p_9;3
u_254;p_9;2
u_255;p_9;2
u_256;p_9;2
u_257;p_9;5
u_258;p_9;3
u_259;p_9;3
u_260;p_9;4
u_261;p_9;5
u_262;p_9;1
u_263;p_9;2
u_1;p_10;2
u_2;p_10;4
u_3;p_10;4
u_4;p_10;6
u_5;p_10;4
u_6;p_10;1
u_7;p_10;5
u_8;p_10;4
u_9;p_10;1
u_10;p_10;2
u_11;p_10;6
u_12;p_10;1
u_13;p_10;5
u_14;p_10;2
u_15;p_10;3
u_16;p_10;1
u_17;p_10;1
u_18;p_10;2
u_19;p_10;5
u_20;p_10;5
u_21;p_10;5
u_22;p_10;1
u_23;p_10;6
u_24;p_10;1
u_25;p_10;4
u_26;p_10;1
u_27;p_10;3
u_28;p_10;1
u_29;p_10;2
u_30;p_10;3
u_31;p_10;3
u_32;p_10;4
u_33;p_10;2
u_34;p_10;4
u_35;p_10;3
u_36;p_10;6
u_37;p_10;3
u_38;p_10;3
u_39;p_10;6
u_40;p_10;1
u_41;p_10;5
u_42;p_10;6
u_43;p_10;6
u_44;p_10;3
u_45;p_10;4
u_46;p_10;6
u_47;p_10;6
u_48;p_10;4
u_49;p_10;4
u_50;p_10;3
u_51;p_10;6
u_52;p_10;5
u_53;p_10;4
u_54;p_10;4
u_55;p_10;5
u_56;p_10;6
u_57;p_10;5
u_58;p_10;4
u_59;p_10;4
u_60;p_10;6
u_61;p_10;6
u_62;p_10;1
u_63;p_10;5
u_64;p_10;5
u_65;p_10;5
u_66;p_10;1
u_67;p_10;2
u_68;p_10;3
u_69;p_10;3
u_70;p_10;4
u_71;p_10;5
u_72;p_10;6
u_73;p_10;4
u_74;p_10;5
u_75;p_10;4
u_76;p_10;2
u_77;p_10;2
u_78;p_10;2
u_79;p_10;3
u_80;p_10;5
u_81;p_10;6
u_82;p_10;1
u_83;p_10;2
u_84;p_10;4
u_85;p_10;4
u_86;p_10;2
u_87;p_10;4
u_88;p_10;2
u_89;p_10;6
u_90;p_10;2
u_91;p_10;6
u_92;p_10;5
u_93;p_10;5
u_94;p_10;5
u_95;p_10;5
u_96;p_10;2
u_97;p_10;1
u_98;p_10;5
u_99;p_10;4
u_100;p_10;5
u_101;p_10;2
u_102;p_10;3
u_103;p_10;6
u_104;p_10;6
u_105;p_10;6
u_106;p_10;6
u_107;p_10;3
u_108;p_10;6
u_109;p_10;4
u_110;p_10;4
u_111;p_10;4
u_112;p_10;5
u_113;p_10;2
u_114;p_10;5
u_115;p_10;2
u_116;p_10;5
u_117;p_10;3
u_118;p_10;4
u_119;p_10;5
u_120;p_10;2
u_121;p_10;6
u_122;p_10;1
u_123;p_10;2
u_124;p_10;6
u_125;p_10;2
u_126;p_10;4
u_127;p_10;2
u_128;p_10;6
u_129;p_10;6
u_130;p_10;3
u_131;p_10;2
u_132;p_10;5
u_133;p_10;1
u_134;p_10;4
u_135;p_10;1
u_136;p_10;5
u_137;p_10;6
u_138;p_10;1
u_139;p_10;6
u_140;p_10;3
u_141;p_10;6
u_142;p_10;4
u_143;p_10;4
u_144;p_10;1
u_145;p_10;1
u_146;p_10;3
u_147;p_10;6
u_148;p_10;3
u_149;p_10;2
u_150;p_10;6
u_151;p_10;3
u_152;p_10;5
u_153;p_10;1
u_154;p_10;3
u_155;p_10;2
u_156;p_10;4
u_157;p_10;4
u_158;p_10;5
u_159;p_10;6
u_160;p_10;6
u_161;p_10;2
u_162;p_10;5
u_163;p_10;4
u_164;p_10;2
u_165;p_10;1
u_166;p_10;4
u_167;p_10;3
u_168;p_10;6
u_169;p_10;6
u_170;p_10;1
u_171;p_10;6
u_172;p_10;2
u_173;p_10;6
u_174;p_10;4
u_175;p_10;2
u_176;p_10;5
u_177;p_10;3
u_178;p_10;5
u_179;p_10;6
u_180;p_10;1
u_181;p_10;2
u_182;p_10;3
u_183;p_10;3
u_184;p_10;5
u_185;p_10;2
u_186;p_10;6
u_187;p_10;3
u_188;p_10;4
u_189;p_10;1
u_190;p_10;4
u_191;p_10;1
u_192;p_10;3
u_193;p_10;6
u_194;p_10;1
u_195;p_10;6
u_196;p_10;1
u_197;p_10;3
u_198;p_10;2
u_199;p_10;5
u_200;p_10;2
u_201;p_10;4
u_202;p_10;5
u_203;p_10;5
u_204;p_10;1
u_205;p_10;2
u_206;p_10;2
u_207;p_10;3
u_208;p_10;2
u_209;p_10;6
u_210;p_10;1
u_211;p_10;4
u_212;p_10;1
u_213;p_10;5
u_214;p_10;6
u_215;p_10;5
u_216;p_10;3
u_217;p_10;2
u_218;p_10;2
u_219;p_10;4
u_220;p_10;3
u_221;p_10;5
u_222;p_10;1
u_223;p_10;2
u_224;p_10;2
u_225;p_10;3
u_226;p_10;6
u_227;p_10;3
u_228;p_10;5
u_229;p_10;1
u_230;p_10;2
u_231;p_10;4
u_232;p_10;4
u_233;p_10;2
u_234;p_10;2
u_235;p_10;2
u_236;p_10;1
u_237;p_10;1
u_238;p_10;4
u_239;p_10;4
u_240;p_10;5
u_241;p_10;5
u_242;p_10;6
u_243;p_10;2
u_244;p_10;3
u_245;p_10;3
u_246;p_10;2
u_247;p_10;4
u_248;p_10;2
u_249;p_10;3
u_250;p_10;6
u_251;p_10;5
u_252;p_10;6
u_253;p_10;4
u_254;p_10;1
u_255;p_10;4
u_256;p_10;1
u_257;p_10;4
u_258;p_10;4
u_259;p_10;5
u_260;p_10;5
u_261;p_10;3
u_262;p_10;5
u_263;p_10;3
