"id_us"	"nazwa_us"
782	"Urzad Skarbowy Poznan-Nowe Miasto"
783	"Urzad Skarbowy Poznan-Wilda"
784	"Urzad Skarbowy w Gnieznie"
785	"Urzad Skarbowy w sremie"
786	"Urzad Skarbowy w srodzie Wielkopolskiej"
787	"Urzad Skarbowy w Szamotulach"
788	"Urzad Skarbowy w Nowym Tomyslu"
789	"Urzad Skarbowy we Wrzesni"
791	"Filia US w Nowym Tomyslu/Grodzisk Wlkp."
792	"Urzad Skarbowy w Jaroslawiu"
793	"Urzad Skarbowy w Lubaczowie"
794	"Urzad Skarbowy w Przeworsku"
795	"Urzad Skarbowy w Przemyslu"
796	"Pierwszy Urzad Skarbowy w Radomiu"
797	"Urzad Skarbowy w Grojcu"
798	"Urzad Skarbowy w Bialobrzegach"
799	"Urzad Skarbowy w Szydlowcu"
802	"Urzad Skarbowy w Cholewnicach Malych"
811	"Urzad Skarbowy w Zwoleniu"
812	"Urzad Skarbowy w Kozienicach"
813	"Urzad Skarbowy w Rzeszowie"
814	"Urzad Skarbowy w Kolbuszowej"
815	"Urzad Skarbowy w lancucie"
816	"Urzad Skarbowy w Lezajsku"
817	"Urzad Skarbowy w Mielcu"
818	"Urzad Skarbowy w Ropczycach"
819	"Urzad Skarbowy w Strzyzowie"
821	"Urzad Skarbowy w Siedlcach"
822	"Urzad Skarbowy w Minsku Mazowieckim"
823	"Urzad Skarbowy w Sokolowie Podlaskim"
824	"Urzad Skarbowy w Wegrowie"
825	"Urzad Skarbowy w lukowie"
826	"Urzad Skarbowy w Garwolinie"
827	"Urzad Skarbowy w Sieradzu"
828	"Urzad Skarbowy w Poddebicach"
829	"Urzad Skarbowy w Zdunskiej Woli"
831	"Urzad Skarbowy w lasku"
832	"Urzad Skarbowy w Wieluniu"
833	"Urzad Skarbowy w Brzezinach"
834	"Urzad Skarbowy w lowiczu"
835	"Urzad Skarbowy w Rawie Mazowieckiej"
836	"Urzad Skarbowy w Skierniewicach"
837	"Urzad Skarbowy w Sochaczewie"
838	"Urzad Skarbowy w zyrardowie"
839	"Urzad Skarbowy w Slupsku"
841	"Urzad Skarbowy w Leborku"
842	"Urzad Skarbowy w Bytowie"
843	"Urzad Skarbowy w Czluchowie"
844	"Urzad Skarbowy w Suwalkach"
845	"Urzad Skarbowy w Gizycku"
846	"Urzad Skarbowy w Augustowie"
847	"Urzad Skarbowy w Olecku"
848	"Urzad Skarbowy w Elku"
849	"Urzad Skarbowy w Piszu"
851	"Pierwszy Urzad Skarbowy w Szczecinie"
852	"Drugi Urzad Skarbowy w Szczecinie"
853	"Urzad Skarbowy w Pyrzycach"
854	"Urzad Skarbowy w Starogardzie Szczecinskim"
855	"Urzad Skarbowy w swinoujsciu"
856	"Urzad Skarbowy w Goleniowie"
857	"Urzad Skarbowy w Gryficach"
858	"Urzad Skarbowy w Gryfinie"
859	"Filia US w Goleniowie/Nowogard"
861	"Filia US w Gryficach/Kamien Pom."
862	"Urzad Skarbowy w Janowie Lubelskim"
863	"Urzad Skarbowy w Opatowie"
864	"Urzad Skarbowy w Sandomierzu"
865	"Urzad Skarbowy w Stalowej Woli"
866	"Urzad Skarbowy w Staszowie"
867	"Urzad Skarbowy w Tarnobrzegu"
868	"Urzad Skarbowy w Bochni"
869	"Urzad Skarbowy w Brzesku"
871	"Urzad Skarbowy w Dabrowie Tarnowskiej"
872	"Urzad Skarbowy w Debicy"
873	"Pierwszy Urzad Skarbowy w Tarnowie"
874	"Urzad Skarbowy w Brodnicy"
875	"Urzad Skarbowy w Chelmnie"
876	"Urzad Skarbowy w Grudziadzu"
877	"Urzad Skarbowy w Nowym Miescie Lubawskim"
878	"Urzad Skarbowy w Wabrzeznie"
879	"Drugi Urzad Skarbowy w Toruniu"
881	"Urzad Skarbowy w Bystrzycy Klodzkiej"
882	"Urzad Skarbowy w Dzierzoniowie"
883	"Urzad Skarbowy w Klodzku"
884	"Urzad Skarbowy w swidnicy"
885	"Urzad Skarbowy w Nowej Rudzie"
886	"Urzad Skarbowy w Walbrzychu"
887	"Urzad Skarbowy w Zabkowicach slaskich"
888	"Urzad Skarbowy w Wloclawku"
889	"Urzad Skarbowy w Radziejowie"
891	"Urzad Skarbowy w Aleksandrowie Kujawskim"
892	"Urzad Skarbowy w Rypinie"
893	"Urzad Skarbowy w Lipnie"
894	"Urzad Skarbowy Wroclaw-Fabryczna"
895	"Urzad Skarbowy Wroclaw-Psie Pole"
896	"Pierwszy Urzad Skarbowy we Wroclawiu"
897	"Urzad Skarbowy Wroclaw-Stare Miasto"
898	"Drugi Urzad Skarbowy Wroclaw-srodmiescie"
899	"Urzad Skarbowy Wroclaw-Krzyki"
906	"Urzad Skarbowy Wroclaw-Kolarzewo"
911	"Urzad Skarbowy w Olesnicy"
912	"Urzad Skarbowy w Olawie"
913	"Urzad Skarbowy w srodzie Wielkopolskiej"
914	"Urzad Skarbowy w Strzelnie"
915	"Urzad Skarbowy w Trzebnicy"
916	"Urzad Skarbowy w Miliczu"
917	"Filia US w Trzebnicy/Wolow"
918	"Urzad Skarbowy w Bilgoraju"
919	"Urzad Skarbowy w Hrubieszowie"
921	"Urzad Skarbowy w Tomaszowie Lubelskim"
922	"Urzad Skarbowy w Zamosciu"
923	"Urzad Skarbowy w Wolsztynie"
924	"Urzad Skarbowy w zaganiu"
925	"Urzad Skarbowy w Nowej Soli"
926	"Urzad Skarbowy w Krosnie Odrzanskim"
927	"Urzad Skarbowy w swiebodzinie"
928	"Urzad Skarbowy w zarach"
929	"Pierwszy Urzad Skarbowy w Zielonej Gorze"
931	"Urzad Skarbowy Warszawa-Ursynow"
932	"Urzad Skarbowy Warszawa-Wawer"
933	"Drugi Urzad Skarbowy w Bydgoszczy"
934	"Drugi Urzad Skarbowy w Katowicach"
935	"Trzeci Urzad Skarbowy w Szczecinie"
936	"Pierwszy Urzad Skarbowy w Toruniu"
937	"Drugi Urzad Skarbowy w Bielsku-Bialej"
938	"Drugi Urzad Skarbowy w Bielsku-Bialej"
939	"Drugi Urzad Skarbowy w Czestochowie"
941	"Trzeci Urzad Skarbowy w Gdansku"
942	"Drugi Urzad Skarbowy w Gdyni"
943	"Drugi Urzad Skarbowy w Kielcach"
944	"Urzad Skarbowy Krakow-Debniki"
945	"Urzad Skarbowy Krakow-Pradnik"
946	"Trzeci Urzad Skarbowy w Lublinie"
947	"Drugi Urzad Skarbowy lodz-Baluty"
948	"Drugi Urzad Skarbowy w Radomiu"
949	"Drugi Urzad Skarbowy w Czestochowie"
951	"Urzad Skarbowy Warszawa-Ursynow"
952	"Urzad Skarbowy Warszawa-Wawer"
953	"Drugi Urzad Skarbowy w Bydgoszczy"
954	"Drugi Urzad Skarbowy w Katowicach"
955	"Trzeci Urzad Skarbowy w Szczecinie"
956	"Pierwszy Urzad Skarbowy w Toruniu"
957	"Trzeci Urzad Skarbowy w Gdansku"
958	"Drugi Urzad Skarbowy w Gdyni"
959	"Drugi Urzad Skarbowy w Kielcach"
961	"Urzad Skarbowy Krakow-Debniki"
962	"Urzad Skarbowy Krakow-Pradnik"
963	"Trzeci Urzad Skarbowy w Lublinie"
964	"Drugi Urzad Skarbowy lodz-Baluty"
965	"Drugi Urzad Skarbowy w Radomiu"
966	"Drugi Urzad Skarbowy w Bialymstoku"
967	"Trzeci Urzad Skarbowy w Bydgoszczy"
968	"Drugi Urzad Skarbowy w Kaliszu"
969	"Drugi Urzad Skarbowy w Gliwicach"
971	"Urzad Skarbowy w Gostyninie"
972	"Urzad Skarbowy Poznan-Winogrady"
973	"Drugi Urzad Skarbowy w Zielonej-Gorze"
974	"Drugi Urzad Skarbowy w Bialymstoku"
975	"Trzeci Urzad Skarbowy w Bydgoszczy"
976	"Drugi Urzad Skarbowy w Bydgoszczy"
977	"Drugi Urzad Skarbowy w Gliwicach"
978	"Urzad Skarbowy w Gostyninie"
979	"Urzad Skarbowy Poznan-Winogrady"
981	"Drugi Urzad Skarbowy w Zielonej Gorze"
982	"Drugi Urzad Skarbowy lodz-Gorna"
983	"Drugi Urzad Skarbowy lodz-Gorna"
984	"Urzad Skarbowy w Nidzicy"
985	"Urzad Skarbowy w Nidzicy"
986	"Urzad Skarbowy w Kamieniu Pomorskim"
987	"Urzad Skarbowy w Kamieniu Pomorskim"
988	"Urzad Skarbowy w Wolowie"
989	"Urzad Skarbowy w Wolowie"
991	"Drugi Urzad Skarbowy w Opolu"
992	"Drugi Urzad Skarbowy w Opolu"
993	"Drugi Urzad Skarbowy w Tarnowie"
994	"Drugi Urzad Skarbowy w Tarnowie"
995	"Urzad Skarbowy w Grodzisku Wielkopolskim"
996	"Urzad Skarbowy w Grodzisku Wielkopolskim"
997	"Urzad Skarbowy Wielun lokalizacja w Wieruszowie"
998	"Urzad Skarbowy Wielun lokalizacja w Wieruszowie"
