Id_oceny	Data	Id_ucznia	Id_przedmiotu	Ocena
3786	2014-10-09	701/2014	1	3
3787	2014-10-09	477/2012	4	1
3788	2014-10-09	533/2013	23	3
3789	2014-10-09	835/2014	3	6
3790	2014-10-09	566/2013	1	4
3791	2014-10-09	215/2011	3	2
3792	2014-10-09	849/2014	1	3
3793	2014-10-09	799/2014	6	4
3794	2014-10-09	333/2012	5	4
3795	2014-10-09	561/2013	3	4
3796	2014-10-09	241/2011	4	3
3797	2014-10-09	449/2012	3	3
3798	2014-10-09	506/2012	25	2
3799	2014-10-09	533/2013	4	4
3800	2014-10-09	344/2012	3	4
3801	2014-10-09	592/2013	5	2
3802	2014-10-09	554/2013	4	3
3803	2014-10-09	514/2012	22	5
3804	2014-10-09	355/2012	1	4
3805	2014-10-09	823/2014	11	2
3806	2014-10-09	844/2014	14	2
3807	2014-10-09	878/2014	10	4
3808	2014-10-09	150/2011	2	5
3809	2014-10-09	882/2014	5	2
3810	2014-10-09	687/2013	2	4
3811	2014-10-09	671/2013	3	1
3812	2014-10-09	554/2013	4	3
3813	2014-10-09	709/2014	1	6
3814	2014-10-09	651/2013	5	3
3815	2014-10-09	650/2013	2	5
3816	2014-10-09	160/2011	3	2
3817	2014-10-09	794/2014	2	3
3818	2014-10-09	793/2014	4	4
3819	2014-10-09	639/2013	3	3
3820	2014-10-09	527/2013	20	2
3821	2014-10-09	638/2013	20	4
3822	2014-10-09	531/2013	5	3
3823	2014-10-09	811/2014	9	2
3824	2014-10-09	713/2014	5	2
3825	2014-10-09	671/2013	1	3
3826	2014-10-09	715/2014	10	5
3827	2014-10-09	848/2014	14	2
3828	2014-10-09	769/2014	4	5
3829	2014-10-09	580/2013	22	3
3830	2014-10-09	305/2012	3	4
3831	2014-10-09	554/2013	3	5
3832	2014-10-09	752/2014	14	4
3833	2014-10-09	123/2011	27	2
3834	2014-10-09	444/2012	1	3
3835	2014-10-09	778/2014	2	4
3836	2014-10-09	857/2014	6	4
3837	2014-10-09	732/2014	7	2
3838	2014-10-09	399/2012	25	5
3839	2014-10-09	749/2014	8	2
3840	2014-10-09	396/2012	26	5
3841	2014-10-10	701/2014	17	5
3842	2014-10-10	863/2014	7	2
3843	2014-10-10	530/2013	5	3
3844	2014-10-10	880/2014	1	5
3845	2014-10-10	805/2014	13	5
3846	2014-10-10	847/2014	1	5
3847	2014-10-10	325/2012	1	2
3848	2014-10-10	816/2014	3	3
3849	2014-10-10	882/2014	2	2
3850	2014-10-10	762/2014	8	5
3851	2014-10-10	758/2014	6	3
3852	2014-10-10	839/2014	3	3
3853	2014-10-10	491/2012	5	5
3854	2014-10-10	605/2013	3	4
3855	2014-10-10	570/2013	4	4
3856	2014-10-10	539/2013	20	3
3857	2014-10-10	407/2012	5	2
3858	2014-10-10	591/2013	15	4
3859	2014-10-10	719/2014	1	4
3860	2014-10-10	793/2014	1	3
3861	2014-10-10	654/2013	2	3
3862	2014-10-10	883/2014	6	2
3863	2014-10-10	710/2014	6	3
3864	2014-10-10	590/2013	4	4
3865	2014-10-10	825/2014	11	6
3866	2014-10-10	705/2014	2	3
3867	2014-10-10	329/2012	16	4
3868	2014-10-10	764/2014	19	3
3869	2014-10-10	253/2011	1	4
3870	2014-10-10	844/2014	13	2
3871	2014-10-10	745/2014	7	3
3872	2014-10-10	831/2014	3	4
3873	2014-10-10	692/2013	1	2
3874	2014-10-10	722/2014	4	2
3875	2014-10-10	260/2011	27	3
3876	2014-10-10	456/2012	24	2
3877	2014-10-10	155/2011	2	2
3878	2014-10-10	683/2013	3	2
3879	2014-10-10	522/2013	1	4
3880	2014-10-10	776/2014	1	2
3881	2014-10-10	211/2011	4	2
3882	2014-10-10	795/2014	15	6
3883	2014-10-10	752/2014	6	2
3884	2014-10-10	712/2014	12	4
3885	2014-10-10	801/2014	11	2
3886	2014-10-10	486/2012	5	3
3887	2014-10-10	262/2011	2	3
3888	2014-10-10	528/2013	4	3
3889	2014-10-10	485/2012	26	3
3890	2014-10-10	267/2011	3	2
3891	2014-10-10	187/2011	2	4
3892	2014-10-10	205/2011	15	3
3893	2014-10-10	691/2013	4	3
3894	2014-10-10	361/2012	2	4
3895	2014-10-10	348/2012	16	4
3896	2014-10-10	385/2012	1	3
3897	2014-10-10	710/2014	5	4
3898	2014-10-10	754/2014	14	2
3899	2014-10-10	747/2014	1	2
3900	2014-10-10	791/2014	15	2
3901	2014-10-10	162/2011	3	4
3902	2014-10-10	873/2014	9	4
3903	2014-10-10	181/2011	3	5
3904	2014-10-10	136/2011	2	4
3905	2014-10-10	850/2014	2	5
3906	2014-10-10	537/2013	5	2
3907	2014-10-10	529/2013	1	4
3908	2014-10-10	552/2013	4	3
3909	2014-10-10	738/2014	3	5
3910	2014-10-10	783/2014	10	2
3911	2014-10-10	605/2013	4	2
3912	2014-10-10	713/2014	5	3
3913	2014-10-10	654/2013	1	5
3914	2014-10-10	611/2013	4	5
3915	2014-10-10	593/2013	3	4
3916	2014-10-10	449/2012	24	4
3917	2014-10-10	127/2011	1	4
3918	2014-10-10	795/2014	11	5
3919	2014-10-10	877/2014	9	4
3920	2014-10-10	772/2014	2	2
3921	2014-10-10	786/2014	6	3
3922	2014-10-10	258/2011	2	5
3923	2014-10-10	808/2014	1	3
3924	2014-10-10	582/2013	2	2
3925	2014-10-10	575/2013	5	1
3926	2014-10-10	781/2014	1	4
3927	2014-10-10	590/2013	5	2
3928	2014-10-10	829/2014	8	4
3929	2014-10-10	718/2014	10	3
3930	2014-10-10	775/2014	17	5
3931	2014-10-10	807/2014	18	4
3932	2014-10-10	721/2014	3	4
3933	2014-10-10	857/2014	8	6
3934	2014-10-10	268/2011	2	5
3935	2014-10-10	576/2013	1	2
3936	2014-10-10	217/2011	15	3
3937	2014-10-10	464/2012	5	4
3938	2014-10-10	781/2014	6	4
3939	2014-10-10	663/2013	15	4
3940	2014-10-10	224/2011	15	4
3941	2014-10-10	718/2014	6	3
3942	2014-10-10	404/2012	2	3
3943	2014-10-10	586/2013	10	4
3944	2014-10-10	634/2013	3	2
3945	2014-10-10	744/2014	8	5
3946	2014-10-10	707/2014	5	3
3947	2014-10-10	645/2013	2	4
3948	2014-10-10	527/2013	3	3
3949	2014-10-10	173/2011	15	2
3950	2014-10-10	504/2012	1	4
3951	2014-10-10	748/2014	2	5
3952	2014-10-10	683/2013	1	3
3953	2014-10-10	568/2013	4	1
3954	2014-10-10	631/2013	15	4
3955	2014-10-10	551/2013	5	3
3956	2014-10-10	829/2014	17	4
3957	2014-10-10	763/2014	8	4
3958	2014-10-10	867/2014	9	2
3959	2014-10-10	764/2014	8	2
3960	2014-10-10	542/2013	1	3
3961	2014-10-10	605/2013	2	5
3962	2014-10-10	242/2011	1	5
3963	2014-10-10	707/2014	15	4
3964	2014-10-10	196/2011	1	4
3965	2014-10-10	743/2014	17	5
3966	2014-10-10	725/2014	7	4
3967	2014-10-10	752/2014	4	4
3968	2014-10-10	598/2013	4	3
3969	2014-10-10	174/2011	3	3
3970	2014-10-10	616/2013	20	2
3971	2014-10-10	310/2012	1	2
3972	2014-10-10	657/2013	21	2
3973	2014-10-10	538/2013	4	4
3974	2014-10-10	644/2013	4	2
3975	2014-10-10	388/2012	25	3
3976	2014-10-10	746/2014	8	5
3977	2014-10-10	480/2012	15	6
3978	2014-10-10	359/2012	3	5
3979	2014-10-10	731/2014	11	5
3980	2014-10-10	797/2014	7	2
3981	2014-10-10	148/2011	15	3
3982	2014-10-10	435/2012	2	2
3983	2014-10-10	143/2011	10	4
3984	2014-10-10	558/2013	22	4
3985	2014-10-10	743/2014	1	4
3986	2014-10-10	704/2014	6	4
3987	2014-10-10	603/2013	4	1
3988	2014-10-10	694/2013	2	6
3989	2014-10-10	464/2012	1	2
3990	2014-10-10	862/2014	1	3
3991	2014-10-10	846/2014	10	3
3992	2014-10-10	739/2014	4	1
3993	2014-10-10	744/2014	14	3
3994	2014-10-10	812/2014	10	3
3995	2014-10-10	138/2011	1	6
3996	2014-10-10	847/2014	5	4
3997	2014-10-10	533/2013	5	3
3998	2014-10-10	754/2014	9	5
3999	2014-10-10	825/2014	9	2
4000	2014-10-10	794/2014	8	3
4001	2014-10-10	777/2014	1	4
4002	2014-10-10	481/2012	4	3
4003	2014-10-10	716/2014	2	2
4004	2014-10-10	739/2014	3	3
4005	2014-10-10	359/2012	1	2
4006	2014-10-10	199/2011	3	5
4007	2014-10-10	509/2012	1	2
4008	2014-10-10	867/2014	8	5
4009	2014-10-10	626/2013	15	4
4010	2014-10-10	632/2013	3	2
4011	2014-10-10	841/2014	5	2
4012	2014-10-10	228/2011	3	6
4013	2014-10-10	160/2011	27	3
4014	2014-10-10	850/2014	7	3
4015	2014-10-10	264/2011	26	2
4016	2014-10-10	760/2014	19	4
4017	2014-10-10	745/2014	9	6
4018	2014-10-10	789/2014	2	3
4019	2014-10-10	854/2014	4	4
4020	2014-10-10	742/2014	2	2
4021	2014-10-10	726/2014	2	6
4022	2014-10-10	758/2014	6	4
4023	2014-10-10	524/2013	3	3
4024	2014-10-10	665/2013	5	2
4025	2014-10-10	638/2013	3	5
4026	2014-10-10	450/2012	16	5
4027	2014-10-10	413/2012	2	4
4028	2014-10-13	711/2014	15	5
4029	2014-10-13	822/2014	14	4
4030	2014-10-13	883/2014	9	3
4031	2014-10-13	326/2012	25	6
4032	2014-10-13	540/2013	2	4
4033	2014-10-13	547/2013	15	4
4034	2014-10-13	362/2012	4	6
4035	2014-10-13	182/2011	3	3
4036	2014-10-13	256/2011	3	2
4037	2014-10-13	639/2013	4	3
4038	2014-10-13	735/2014	7	3
4039	2014-10-13	437/2012	3	2
4040	2014-10-13	815/2014	13	2
4041	2014-10-13	825/2014	10	4
4042	2014-10-13	543/2013	5	2
4043	2014-10-13	223/2011	3	5
4044	2014-10-13	169/2011	2	6
4045	2014-10-13	573/2013	5	1
4046	2014-10-13	590/2013	3	3
4047	2014-10-13	753/2014	13	2
4048	2014-10-13	464/2012	5	4
4049	2014-10-13	786/2014	3	3
4050	2014-10-13	568/2013	22	2
4051	2014-10-13	876/2014	19	5
4052	2014-10-13	263/2011	4	4
4053	2014-10-13	245/2011	4	5
4054	2014-10-13	257/2011	3	5
4055	2014-10-13	831/2014	10	5
4056	2014-10-13	291/2012	1	6
4057	2014-10-13	252/2011	4	3
4058	2014-10-13	741/2014	9	5
4059	2014-10-13	361/2012	3	2
4060	2014-10-13	134/2011	2	5
4061	2014-10-13	872/2014	5	3
4062	2014-10-13	762/2014	10	4
4063	2014-10-13	699/2013	4	2
4064	2014-10-13	787/2014	13	3
4065	2014-10-13	725/2014	11	3
4066	2014-10-13	732/2014	14	2
4067	2014-10-13	525/2013	1	4
4068	2014-10-13	859/2014	10	5
4069	2014-10-13	586/2013	4	3
4070	2014-10-13	734/2014	8	3
4071	2014-10-13	884/2014	2	3
4072	2014-10-13	346/2012	26	3
4073	2014-10-13	792/2014	8	4
4074	2014-10-13	801/2014	3	3
4075	2014-10-13	633/2013	1	4
4076	2014-10-13	795/2014	6	4
4077	2014-10-13	584/2013	2	5
4078	2014-10-13	884/2014	13	5
4079	2014-10-13	732/2014	8	4
4080	2014-10-13	230/2011	3	6
4081	2014-10-13	638/2013	2	5
4082	2014-10-13	850/2014	1	2
4083	2014-10-13	812/2014	19	1
4084	2014-10-13	635/2013	3	3
4085	2014-10-13	155/2011	1	4
4086	2014-10-13	571/2013	2	4
4087	2014-10-13	524/2013	24	3
4088	2014-10-13	673/2013	5	3
4089	2014-10-13	824/2014	17	2
4090	2014-10-13	647/2013	1	5
4091	2014-10-13	837/2014	4	3
4092	2014-10-13	171/2011	3	2
4093	2014-10-13	297/2012	16	4
4094	2014-10-13	745/2014	9	5
4095	2014-10-13	249/2011	4	2
4096	2014-10-13	570/2013	5	4
4097	2014-10-13	539/2013	1	2
4098	2014-10-13	653/2013	5	3
4099	2014-10-13	397/2012	4	1
4100	2014-10-13	800/2014	17	2
4101	2014-10-13	811/2014	10	5
4102	2014-10-13	409/2012	15	2
4103	2014-10-13	646/2013	5	3
4104	2014-10-13	266/2011	4	3
4105	2014-10-13	729/2014	5	3
4106	2014-10-13	258/2011	1	3
4107	2014-10-13	353/2012	3	5
4108	2014-10-13	607/2013	3	2
4109	2014-10-13	291/2012	2	2
4110	2014-10-13	816/2014	8	3
4111	2014-10-13	541/2013	22	2
4112	2014-10-13	730/2014	3	3
4113	2014-10-13	163/2011	10	4
4114	2014-10-13	854/2014	6	1
4115	2014-10-13	264/2011	4	3
4116	2014-10-13	370/2012	15	5
4117	2014-10-13	726/2014	8	4
4118	2014-10-13	621/2013	3	4
4119	2014-10-13	162/2011	2	3
4120	2014-10-13	153/2011	10	4
4121	2014-10-13	824/2014	14	3
4122	2014-10-13	732/2014	13	5
4123	2014-10-13	472/2012	1	3
4124	2014-10-13	234/2011	4	3
4125	2014-10-13	778/2014	7	2
4126	2014-10-13	537/2013	15	4
4127	2014-10-13	779/2014	7	2
4128	2014-10-13	453/2012	15	4
4129	2014-10-13	732/2014	8	4
4130	2014-10-13	863/2014	4	3
4131	2014-10-13	718/2014	6	3
4132	2014-10-13	655/2013	4	3
4133	2014-10-13	538/2013	1	4
4134	2014-10-13	865/2014	13	3
4135	2014-10-13	828/2014	5	4
4136	2014-10-13	322/2012	1	3
4137	2014-10-13	608/2013	20	2
4138	2014-10-13	805/2014	19	4
4139	2014-10-13	878/2014	7	4
4140	2014-10-13	754/2014	2	2
4141	2014-10-13	840/2014	10	5
4142	2014-10-13	198/2011	1	2
4143	2014-10-13	752/2014	14	3
4144	2014-10-13	634/2013	22	2
4145	2014-10-13	699/2013	21	3
4146	2014-10-13	191/2011	26	3
4147	2014-10-13	644/2013	20	3
4148	2014-10-13	847/2014	14	5
4149	2014-10-13	617/2013	1	2
4150	2014-10-13	465/2012	10	2
4151	2014-10-13	648/2013	24	6
4152	2014-10-13	879/2014	3	3
4153	2014-10-13	523/2013	5	3
4154	2014-10-13	790/2014	3	2
4155	2014-10-13	757/2014	2	4
4156	2014-10-13	830/2014	6	4
4157	2014-10-13	621/2013	15	3
4158	2014-10-13	607/2013	23	2
4159	2014-10-13	792/2014	1	2
4160	2014-10-13	594/2013	4	2
4161	2014-10-13	798/2014	14	5
4162	2014-10-13	740/2014	4	6
4163	2014-10-13	186/2011	4	4
4164	2014-10-13	820/2014	10	6
4165	2014-10-13	835/2014	11	5
4166	2014-10-13	188/2011	4	4
4167	2014-10-13	206/2011	1	2
4168	2014-10-13	384/2012	1	3
4169	2014-10-13	727/2014	15	5
4170	2014-10-13	738/2014	13	5
4171	2014-10-13	333/2012	25	2
4172	2014-10-13	269/2012	15	3
4173	2014-10-13	495/2012	1	5
4174	2014-10-13	708/2014	6	4
4175	2014-10-13	845/2014	2	6
4176	2014-10-13	433/2012	4	4
4177	2014-10-13	352/2012	26	5
4178	2014-10-13	168/2011	3	4
4179	2014-10-13	168/2011	10	3
4180	2014-10-13	758/2014	18	4
4181	2014-10-13	218/2011	1	2
4182	2014-10-13	672/2013	20	4
4183	2014-10-13	548/2013	22	2
4184	2014-10-13	478/2012	5	6
4185	2014-10-13	654/2013	3	3
4186	2014-10-13	709/2014	9	5
4187	2014-10-13	868/2014	18	5
4188	2014-10-13	789/2014	5	2
4189	2014-10-13	788/2014	8	2
4190	2014-10-13	759/2014	3	3
4191	2014-10-13	160/2011	15	2
4192	2014-10-13	257/2011	1	4
4193	2014-10-13	274/2012	4	4
4194	2014-10-13	631/2013	3	3
4195	2014-10-13	765/2014	7	4
4196	2014-10-13	698/2013	3	5
4197	2014-10-13	556/2013	10	3
4198	2014-10-13	736/2014	12	4
4199	2014-10-13	853/2014	10	4
4200	2014-10-13	532/2013	2	2
4201	2014-10-13	248/2011	4	4
4202	2014-10-13	704/2014	8	4
4203	2014-10-13	539/2013	4	2
4204	2014-10-13	777/2014	12	5
4205	2014-10-13	766/2014	7	3
4206	2014-10-13	777/2014	13	5
4207	2014-10-13	626/2013	22	4
4208	2014-10-13	777/2014	10	2
4209	2014-10-13	248/2011	1	6
4210	2014-10-13	182/2011	2	6
4211	2014-10-13	878/2014	1	2
4212	2014-10-13	786/2014	9	2
4213	2014-10-13	605/2013	3	2
4214	2014-10-13	538/2013	5	3
4215	2014-10-14	789/2014	3	2
4216	2014-10-14	388/2012	26	5
4217	2014-10-14	871/2014	9	5
4218	2014-10-14	567/2013	2	3
4219	2014-10-14	736/2014	18	2
4220	2014-10-14	815/2014	1	5
4221	2014-10-14	712/2014	12	5
4222	2014-10-14	379/2012	3	5
4223	2014-10-14	559/2013	21	4
4224	2014-10-14	691/2013	1	4
4225	2014-10-14	737/2014	1	3
4226	2014-10-14	167/2011	26	3
4227	2014-10-14	280/2012	5	2
4228	2014-10-14	768/2014	7	4
4229	2014-10-14	825/2014	13	4
4230	2014-10-14	805/2014	7	2
4231	2014-10-14	822/2014	8	3
4232	2014-10-14	743/2014	3	3
4233	2014-10-14	656/2013	22	3
4234	2014-10-14	860/2014	10	2
4235	2014-10-14	855/2014	3	4
4236	2014-10-14	450/2012	1	1
4237	2014-10-14	843/2014	6	1
4238	2014-10-14	217/2011	4	1
4239	2014-10-14	797/2014	14	4
4240	2014-10-14	805/2014	8	1
4241	2014-10-14	165/2011	3	2
4242	2014-10-14	863/2014	2	4
4243	2014-10-14	528/2013	2	4
4244	2014-10-14	697/2013	5	2
4245	2014-10-14	168/2011	4	4
4246	2014-10-14	771/2014	7	3
4247	2014-10-14	536/2013	24	3
4248	2014-10-14	704/2014	18	5
4249	2014-10-14	853/2014	3	2
4250	2014-10-14	822/2014	2	6
4251	2014-10-14	795/2014	5	3
4252	2014-10-14	570/2013	4	4
4253	2014-10-14	439/2012	15	3
4254	2014-10-14	552/2013	2	2
4255	2014-10-14	775/2014	1	3
4256	2014-10-14	587/2013	5	2
4257	2014-10-14	860/2014	8	3
4258	2014-10-14	244/2011	26	3
4259	2014-10-14	848/2014	5	2
4260	2014-10-14	785/2014	14	6
4261	2014-10-14	166/2011	3	6
4262	2014-10-14	706/2014	10	3
4263	2014-10-14	538/2013	15	4
4264	2014-10-14	592/2013	22	3
4265	2014-10-14	231/2011	2	5
4266	2014-10-14	129/2011	1	3
4267	2014-10-14	162/2011	3	3
4268	2014-10-14	868/2014	17	3
4269	2014-10-14	735/2014	1	5
4270	2014-10-14	692/2013	4	4
4271	2014-10-14	586/2013	4	4
4272	2014-10-14	641/2013	5	2
4273	2014-10-14	793/2014	18	3
4274	2014-10-14	237/2011	1	6
4275	2014-10-14	759/2014	10	4
4276	2014-10-14	331/2012	24	5
4277	2014-10-14	188/2011	4	2
4278	2014-10-14	254/2011	4	2
4279	2014-10-14	341/2012	4	6
4280	2014-10-14	747/2014	2	4
4281	2014-10-14	488/2012	2	4
4282	2014-10-14	555/2013	15	4
4283	2014-10-14	278/2012	26	2
4284	2014-10-14	809/2014	17	2
4285	2014-10-14	726/2014	8	3
4286	2014-10-14	246/2011	15	1
4287	2014-10-14	460/2012	3	4
4288	2014-10-14	860/2014	2	3
4289	2014-10-14	424/2012	5	5
4290	2014-10-14	722/2014	4	4
4291	2014-10-14	265/2011	2	3
4292	2014-10-14	781/2014	7	4
4293	2014-10-14	877/2014	10	1
4294	2014-10-14	882/2014	11	2
4295	2014-10-14	560/2013	24	2
4296	2014-10-14	810/2014	10	2
4297	2014-10-14	636/2013	20	2
4298	2014-10-14	236/2011	2	4
4299	2014-10-14	519/2013	5	4
4300	2014-10-14	835/2014	5	1
4301	2014-10-14	730/2014	6	4
4302	2014-10-14	685/2013	3	2
4303	2014-10-14	807/2014	9	6
4304	2014-10-14	384/2012	3	5
4305	2014-10-14	203/2011	26	3
4306	2014-10-14	783/2014	6	4
4307	2014-10-14	740/2014	17	5
4308	2014-10-14	613/2013	1	5
4309	2014-10-14	731/2014	13	1
4310	2014-10-14	839/2014	9	2
4311	2014-10-14	810/2014	2	5
4312	2014-10-14	542/2013	3	5
4313	2014-10-14	878/2014	3	5
4314	2014-10-14	748/2014	1	3
4315	2014-10-14	681/2013	21	4
4316	2014-10-14	162/2011	1	5
4317	2014-10-14	419/2012	22	6
4318	2014-10-14	835/2014	3	4
4319	2014-10-14	805/2014	5	3
4320	2014-10-14	704/2014	4	3
4321	2014-10-14	523/2013	1	5
4322	2014-10-14	123/2011	2	4
4323	2014-10-14	601/2013	2	4
4324	2014-10-14	402/2012	16	2
4325	2014-10-14	865/2014	7	3
4326	2014-10-14	810/2014	17	5
4327	2014-10-14	232/2011	2	5
4328	2014-10-14	746/2014	19	2
4329	2014-10-14	873/2014	3	2
4330	2014-10-14	232/2011	1	3
4331	2014-10-14	192/2011	4	3
4332	2014-10-14	154/2011	4	2
4333	2014-10-14	869/2014	11	3
4334	2014-10-14	159/2011	2	4
4335	2014-10-14	803/2014	1	3
4336	2014-10-14	247/2011	3	5
4337	2014-10-14	302/2012	1	2
4338	2014-10-14	878/2014	10	5
4339	2014-10-14	834/2014	1	4
4340	2014-10-14	695/2013	1	3
4341	2014-10-14	425/2012	1	3
4342	2014-10-14	540/2013	3	6
4343	2014-10-14	594/2013	2	2
4344	2014-10-14	435/2012	1	3
4345	2014-10-14	426/2012	22	2
4346	2014-10-14	843/2014	10	2
4347	2014-10-14	692/2013	22	4
4348	2014-10-14	794/2014	18	2
4349	2014-10-14	479/2012	24	2
4350	2014-10-14	341/2012	2	4
4351	2014-10-14	200/2011	3	5
4352	2014-10-14	682/2013	2	6
4353	2014-10-14	190/2011	3	4
4354	2014-10-14	213/2011	4	3
4355	2014-10-14	139/2011	26	1
4356	2014-10-14	734/2014	15	2
4357	2014-10-14	728/2014	7	3
4358	2014-10-14	256/2011	4	2
4359	2014-10-14	854/2014	2	4
4360	2014-10-14	225/2011	1	3
4361	2014-10-14	681/2013	5	3
4362	2014-10-14	769/2014	5	3
4363	2014-10-14	380/2012	2	3
4364	2014-10-14	612/2013	3	4
4365	2014-10-14	335/2012	1	3
4366	2014-10-14	864/2014	5	2
4367	2014-10-14	461/2012	2	3
4368	2014-10-14	873/2014	5	2
4369	2014-10-14	255/2011	1	3
4370	2014-10-14	479/2012	5	3
4371	2014-10-14	598/2013	4	5
4372	2014-10-14	651/2013	3	1
4373	2014-10-14	732/2014	8	4
4374	2014-10-14	761/2014	15	5
4375	2014-10-14	746/2014	15	5
4376	2014-10-14	592/2013	5	1
4377	2014-10-14	861/2014	2	2
4378	2014-10-14	319/2012	3	2
4379	2014-10-14	842/2014	3	2
4380	2014-10-14	681/2013	2	3
4381	2014-10-14	520/2013	1	6
4382	2014-10-14	748/2014	1	5
4383	2014-10-14	409/2012	5	4
4384	2014-10-14	847/2014	5	2
4385	2014-10-14	708/2014	8	4
4386	2014-10-14	713/2014	11	5
4387	2014-10-14	705/2014	13	3
4388	2014-10-14	882/2014	14	2
4389	2014-10-14	640/2013	3	2
4390	2014-10-14	863/2014	10	3
4391	2014-10-14	168/2011	26	2
4392	2014-10-14	215/2011	4	4
4393	2014-10-14	402/2012	26	2
4394	2014-10-14	660/2013	2	2
4395	2014-10-14	533/2013	24	3
4396	2014-10-14	568/2013	3	5
4397	2014-10-14	656/2013	4	3
4398	2014-10-14	830/2014	10	4
4399	2014-10-14	720/2014	10	1
4400	2014-10-14	293/2012	3	4
4401	2014-10-14	680/2013	2	3
4402	2014-10-15	739/2014	3	4
4403	2014-10-15	158/2011	26	2
4404	2014-10-15	573/2013	15	2
4405	2014-10-15	774/2014	9	2
4406	2014-10-15	786/2014	3	2
4407	2014-10-15	638/2013	4	2
4408	2014-10-15	795/2014	2	2
4409	2014-10-15	864/2014	6	3
4410	2014-10-15	797/2014	5	2
4411	2014-10-15	761/2014	15	2
4412	2014-10-15	728/2014	4	3
4413	2014-10-15	316/2012	24	2
4414	2014-10-15	576/2013	2	3
4415	2014-10-15	567/2013	5	3
4416	2014-10-15	164/2011	27	2
4417	2014-10-15	830/2014	9	2
4418	2014-10-15	590/2013	4	1
4419	2014-10-15	133/2011	3	2
4420	2014-10-15	809/2014	4	3
4421	2014-10-15	142/2011	25	2
4422	2014-10-15	831/2014	10	2
4423	2014-10-15	539/2013	21	4
4424	2014-10-15	854/2014	5	2
4425	2014-10-15	554/2013	24	2
4426	2014-10-15	734/2014	15	4
4427	2014-10-15	552/2013	5	2
4428	2014-10-15	649/2013	2	3
4429	2014-10-15	795/2014	8	3
4430	2014-10-15	654/2013	2	4
4431	2014-10-15	798/2014	6	4
4432	2014-10-15	387/2012	2	3
4433	2014-10-15	137/2011	1	3
4434	2014-10-15	463/2012	4	6
4435	2014-10-15	196/2011	2	3
4436	2014-10-15	765/2014	5	3
4437	2014-10-15	193/2011	2	5
4438	2014-10-15	753/2014	7	2
4439	2014-10-15	474/2012	3	3
4440	2014-10-15	640/2013	2	2
4441	2014-10-15	275/2012	3	2
4442	2014-10-15	148/2011	4	2
4443	2014-10-15	741/2014	14	5
4444	2014-10-15	815/2014	15	3
4445	2014-10-15	213/2011	3	2
4446	2014-10-15	846/2014	17	1
4447	2014-10-15	197/2011	1	3
4448	2014-10-15	597/2013	5	4
4449	2014-10-15	173/2011	3	3
4450	2014-10-15	670/2013	1	4
4451	2014-10-15	309/2012	3	5
4452	2014-10-15	741/2014	17	3
4453	2014-10-15	517/2013	21	5
4454	2014-10-15	523/2013	3	2
4455	2014-10-15	293/2012	10	2
4456	2014-10-15	570/2013	1	2
4457	2014-10-15	708/2014	3	4
4458	2014-10-15	845/2014	15	5
4459	2014-10-15	653/2013	5	3
4460	2014-10-15	721/2014	19	4
4461	2014-10-15	459/2012	3	1
4462	2014-10-15	419/2012	2	4
4463	2014-10-15	609/2013	2	2
4464	2014-10-15	173/2011	4	4
4465	2014-10-15	624/2013	2	1
4466	2014-10-15	274/2012	16	3
4467	2014-10-15	869/2014	8	4
4468	2014-10-15	823/2014	9	4
4469	2014-10-15	702/2014	2	3
4470	2014-10-15	562/2013	22	2
4471	2014-10-15	747/2014	4	2
4472	2014-10-15	243/2011	25	2
4473	2014-10-15	735/2014	14	2
4474	2014-10-15	233/2011	15	3
4475	2014-10-15	790/2014	13	6
4476	2014-10-15	410/2012	3	3
4477	2014-10-15	684/2013	2	2
4478	2014-10-15	582/2013	5	4
4479	2014-10-15	530/2013	20	4
4480	2014-10-15	307/2012	3	3
4481	2014-10-15	760/2014	4	3
4482	2014-10-15	742/2014	8	2
4483	2014-10-15	759/2014	1	5
4484	2014-10-15	815/2014	19	6
4485	2014-10-15	713/2014	1	4
4486	2014-10-15	741/2014	5	3
4487	2014-10-15	669/2013	10	4
4488	2014-10-15	185/2011	1	3
4489	2014-10-15	630/2013	1	4
4490	2014-10-15	773/2014	14	6
4491	2014-10-15	779/2014	3	3
4492	2014-10-15	837/2014	12	6
4493	2014-10-15	837/2014	3	5
4494	2014-10-15	685/2013	3	4
4495	2014-10-15	729/2014	1	5
4496	2014-10-15	866/2014	7	4
4497	2014-10-15	214/2011	2	6
4498	2014-10-15	393/2012	5	4
4499	2014-10-15	795/2014	2	3
4500	2014-10-15	164/2011	3	5
4501	2014-10-15	726/2014	2	3
4502	2014-10-15	525/2013	5	2
4503	2014-10-15	571/2013	1	4
4504	2014-10-15	500/2012	2	2
4505	2014-10-15	763/2014	7	3
4506	2014-10-15	551/2013	3	3
4507	2014-10-15	796/2014	5	4
4508	2014-10-15	478/2012	5	3
4509	2014-10-15	823/2014	9	2
4510	2014-10-15	593/2013	2	4
4511	2014-10-15	565/2013	23	4
4512	2014-10-15	137/2011	25	3
4513	2014-10-15	137/2011	2	6
4514	2014-10-15	840/2014	8	3
4515	2014-10-15	400/2012	24	1
4516	2014-10-15	798/2014	14	5
4517	2014-10-15	756/2014	8	4
4518	2014-10-15	195/2011	27	4
4519	2014-10-15	742/2014	6	4
4520	2014-10-15	158/2011	4	3
